cod_ibge,municipio,sexo,idade,populacao
2310803,Pereiro - CE,Total,Total,15274.0
2310803,Pereiro - CE,Total,0 a 4 anos,966.0
2310803,Pereiro - CE,Total,5 a 9 anos,1032.0
2310803,Pereiro - CE,Total,10 a 14 anos,1087.0
2310803,Pereiro - CE,Total,15 a 19 anos,1142.0
2310803,Pereiro - CE,Total,20 a 24 anos,1237.0
2310803,Pereiro - CE,Total,25 a 29 anos,1114.0
2310803,Pereiro - CE,Total,30 a 34 anos,1067.0
2310803,Pereiro - CE,Total,35 a 39 anos,1122.0
2310803,Pereiro - CE,Total,40 a 44 anos,1078.0
2310803,Pereiro - CE,Total,45 a 49 anos,904.0
2310803,Pereiro - CE,Total,50 a 54 anos,904.0
2310803,Pereiro - CE,Total,55 a 59 anos,802.0
2310803,Pereiro - CE,Total,60 a 64 anos,763.0
2310803,Pereiro - CE,Total,65 a 69 anos,640.0
2310803,Pereiro - CE,Total,70 a 74 anos,522.0
2310803,Pereiro - CE,Total,75 a 79 anos,347.0
2310803,Pereiro - CE,Total,80 a 84 anos,285.0
2310803,Pereiro - CE,Total,85 a 89 anos,146.0
2310803,Pereiro - CE,Total,90 a 94 anos,88.0
2310803,Pereiro - CE,Total,95 a 99 anos,24.0
2310803,Pereiro - CE,Total,100 anos ou mais,4.0
2310852,Pindoretama - CE,Total,Total,23391.0
2310852,Pindoretama - CE,Total,0 a 4 anos,1634.0
2310852,Pindoretama - CE,Total,5 a 9 anos,1689.0
2310852,Pindoretama - CE,Total,10 a 14 anos,1604.0
2310852,Pindoretama - CE,Total,15 a 19 anos,1629.0
2310852,Pindoretama - CE,Total,20 a 24 anos,1718.0
2310852,Pindoretama - CE,Total,25 a 29 anos,1882.0
2310852,Pindoretama - CE,Total,30 a 34 anos,1827.0
2310852,Pindoretama - CE,Total,35 a 39 anos,1798.0
2310852,Pindoretama - CE,Total,40 a 44 anos,1897.0
2310852,Pindoretama - CE,Total,45 a 49 anos,1564.0
2310852,Pindoretama - CE,Total,50 a 54 anos,1591.0
2310852,Pindoretama - CE,Total,55 a 59 anos,1225.0
2310852,Pindoretama - CE,Total,60 a 64 anos,933.0
2310852,Pindoretama - CE,Total,65 a 69 anos,748.0
2310852,Pindoretama - CE,Total,70 a 74 anos,634.0
2310852,Pindoretama - CE,Total,75 a 79 anos,422.0
2310852,Pindoretama - CE,Total,80 a 84 anos,322.0
2310852,Pindoretama - CE,Total,85 a 89 anos,165.0
2310852,Pindoretama - CE,Total,90 a 94 anos,76.0
2310852,Pindoretama - CE,Total,95 a 99 anos,30.0
2310852,Pindoretama - CE,Total,100 anos ou mais,3.0
2310902,Piquet Carneiro - CE,Total,Total,16616.0
2310902,Piquet Carneiro - CE,Total,0 a 4 anos,889.0
2310902,Piquet Carneiro - CE,Total,5 a 9 anos,967.0
2310902,Piquet Carneiro - CE,Total,10 a 14 anos,1086.0
2310902,Piquet Carneiro - CE,Total,15 a 19 anos,1180.0
2310902,Piquet Carneiro - CE,Total,20 a 24 anos,1251.0
2310902,Piquet Carneiro - CE,Total,25 a 29 anos,1207.0
2310902,Piquet Carneiro - CE,Total,30 a 34 anos,1275.0
2310902,Piquet Carneiro - CE,Total,35 a 39 anos,1266.0
2310902,Piquet Carneiro - CE,Total,40 a 44 anos,1266.0
2310902,Piquet Carneiro - CE,Total,45 a 49 anos,1060.0
2310902,Piquet Carneiro - CE,Total,50 a 54 anos,970.0
2310902,Piquet Carneiro - CE,Total,55 a 59 anos,958.0
2310902,Piquet Carneiro - CE,Total,60 a 64 anos,833.0
2310902,Piquet Carneiro - CE,Total,65 a 69 anos,689.0
2310902,Piquet Carneiro - CE,Total,70 a 74 anos,666.0
2310902,Piquet Carneiro - CE,Total,75 a 79 anos,458.0
2310902,Piquet Carneiro - CE,Total,80 a 84 anos,344.0
2310902,Piquet Carneiro - CE,Total,85 a 89 anos,143.0
2310902,Piquet Carneiro - CE,Total,90 a 94 anos,83.0
2310902,Piquet Carneiro - CE,Total,95 a 99 anos,20.0
2310902,Piquet Carneiro - CE,Total,100 anos ou mais,5.0
2310951,Pires Ferreira - CE,Total,Total,10606.0
2310951,Pires Ferreira - CE,Total,0 a 4 anos,642.0
2310951,Pires Ferreira - CE,Total,5 a 9 anos,663.0
2310951,Pires Ferreira - CE,Total,10 a 14 anos,767.0
2310951,Pires Ferreira - CE,Total,15 a 19 anos,916.0
2310951,Pires Ferreira - CE,Total,20 a 24 anos,1000.0
2310951,Pires Ferreira - CE,Total,25 a 29 anos,798.0
2310951,Pires Ferreira - CE,Total,30 a 34 anos,699.0
2310951,Pires Ferreira - CE,Total,35 a 39 anos,634.0
2310951,Pires Ferreira - CE,Total,40 a 44 anos,685.0
2310951,Pires Ferreira - CE,Total,45 a 49 anos,721.0
2310951,Pires Ferreira - CE,Total,50 a 54 anos,645.0
2310951,Pires Ferreira - CE,Total,55 a 59 anos,667.0
2310951,Pires Ferreira - CE,Total,60 a 64 anos,466.0
2310951,Pires Ferreira - CE,Total,65 a 69 anos,381.0
2310951,Pires Ferreira - CE,Total,70 a 74 anos,317.0
2310951,Pires Ferreira - CE,Total,75 a 79 anos,230.0
2310951,Pires Ferreira - CE,Total,80 a 84 anos,190.0
2310951,Pires Ferreira - CE,Total,85 a 89 anos,118.0
2310951,Pires Ferreira - CE,Total,90 a 94 anos,47.0
2310951,Pires Ferreira - CE,Total,95 a 99 anos,16.0
2310951,Pires Ferreira - CE,Total,100 anos ou mais,4.0
2311009,Poranga - CE,Total,Total,12065.0
2311009,Poranga - CE,Total,0 a 4 anos,834.0
2311009,Poranga - CE,Total,5 a 9 anos,862.0
2311009,Poranga - CE,Total,10 a 14 anos,902.0
2311009,Poranga - CE,Total,15 a 19 anos,968.0
2311009,Poranga - CE,Total,20 a 24 anos,866.0
2311009,Poranga - CE,Total,25 a 29 anos,859.0
2311009,Poranga - CE,Total,30 a 34 anos,818.0
2311009,Poranga - CE,Total,35 a 39 anos,890.0
2311009,Poranga - CE,Total,40 a 44 anos,856.0
2311009,Poranga - CE,Total,45 a 49 anos,790.0
2311009,Poranga - CE,Total,50 a 54 anos,691.0
2311009,Poranga - CE,Total,55 a 59 anos,659.0
2311009,Poranga - CE,Total,60 a 64 anos,535.0
2311009,Poranga - CE,Total,65 a 69 anos,440.0
2311009,Poranga - CE,Total,70 a 74 anos,402.0
2311009,Poranga - CE,Total,75 a 79 anos,296.0
2311009,Poranga - CE,Total,80 a 84 anos,223.0
2311009,Poranga - CE,Total,85 a 89 anos,106.0
2311009,Poranga - CE,Total,90 a 94 anos,53.0
2311009,Poranga - CE,Total,95 a 99 anos,12.0
2311009,Poranga - CE,Total,100 anos ou mais,3.0
2311108,Porteiras - CE,Total,Total,17050.0
2311108,Porteiras - CE,Total,0 a 4 anos,1231.0
2311108,Porteiras - CE,Total,5 a 9 anos,1241.0
2311108,Porteiras - CE,Total,10 a 14 anos,1282.0
2311108,Porteiras - CE,Total,15 a 19 anos,1327.0
2311108,Porteiras - CE,Total,20 a 24 anos,1366.0
2311108,Porteiras - CE,Total,25 a 29 anos,1271.0
2311108,Porteiras - CE,Total,30 a 34 anos,1351.0
2311108,Porteiras - CE,Total,35 a 39 anos,1293.0
2311108,Porteiras - CE,Total,40 a 44 anos,1234.0
2311108,Porteiras - CE,Total,45 a 49 anos,1057.0
2311108,Porteiras - CE,Total,50 a 54 anos,866.0
2311108,Porteiras - CE,Total,55 a 59 anos,798.0
2311108,Porteiras - CE,Total,60 a 64 anos,687.0
2311108,Porteiras - CE,Total,65 a 69 anos,591.0
2311108,Porteiras - CE,Total,70 a 74 anos,504.0
2311108,Porteiras - CE,Total,75 a 79 anos,351.0
2311108,Porteiras - CE,Total,80 a 84 anos,308.0
2311108,Porteiras - CE,Total,85 a 89 anos,193.0
2311108,Porteiras - CE,Total,90 a 94 anos,73.0
2311108,Porteiras - CE,Total,95 a 99 anos,20.0
2311108,Porteiras - CE,Total,100 anos ou mais,6.0
2311207,Potengi - CE,Total,Total,8833.0
2311207,Potengi - CE,Total,0 a 4 anos,596.0
2311207,Potengi - CE,Total,5 a 9 anos,612.0
2311207,Potengi - CE,Total,10 a 14 anos,740.0
2311207,Potengi - CE,Total,15 a 19 anos,761.0
2311207,Potengi - CE,Total,20 a 24 anos,664.0
2311207,Potengi - CE,Total,25 a 29 anos,572.0
2311207,Potengi - CE,Total,30 a 34 anos,575.0
2311207,Potengi - CE,Total,35 a 39 anos,645.0
2311207,Potengi - CE,Total,40 a 44 anos,600.0
2311207,Potengi - CE,Total,45 a 49 anos,516.0
2311207,Potengi - CE,Total,50 a 54 anos,507.0
2311207,Potengi - CE,Total,55 a 59 anos,501.0
2311207,Potengi - CE,Total,60 a 64 anos,430.0
2311207,Potengi - CE,Total,65 a 69 anos,298.0
2311207,Potengi - CE,Total,70 a 74 anos,281.0
2311207,Potengi - CE,Total,75 a 79 anos,219.0
2311207,Potengi - CE,Total,80 a 84 anos,167.0
2311207,Potengi - CE,Total,85 a 89 anos,99.0
2311207,Potengi - CE,Total,90 a 94 anos,35.0
2311207,Potengi - CE,Total,95 a 99 anos,12.0
2311207,Potengi - CE,Total,100 anos ou mais,3.0
2311231,Potiretama - CE,Total,Total,5974.0
2311231,Potiretama - CE,Total,0 a 4 anos,398.0
2311231,Potiretama - CE,Total,5 a 9 anos,375.0
2311231,Potiretama - CE,Total,10 a 14 anos,388.0
2311231,Potiretama - CE,Total,15 a 19 anos,481.0
2311231,Potiretama - CE,Total,20 a 24 anos,498.0
2311231,Potiretama - CE,Total,25 a 29 anos,445.0
2311231,Potiretama - CE,Total,30 a 34 anos,428.0
2311231,Potiretama - CE,Total,35 a 39 anos,410.0
2311231,Potiretama - CE,Total,40 a 44 anos,483.0
2311231,Potiretama - CE,Total,45 a 49 anos,404.0
2311231,Potiretama - CE,Total,50 a 54 anos,356.0
2311231,Potiretama - CE,Total,55 a 59 anos,325.0
2311231,Potiretama - CE,Total,60 a 64 anos,274.0
2311231,Potiretama - CE,Total,65 a 69 anos,215.0
2311231,Potiretama - CE,Total,70 a 74 anos,204.0
2311231,Potiretama - CE,Total,75 a 79 anos,117.0
2311231,Potiretama - CE,Total,80 a 84 anos,88.0
2311231,Potiretama - CE,Total,85 a 89 anos,56.0
2311231,Potiretama - CE,Total,90 a 94 anos,13.0
2311231,Potiretama - CE,Total,95 a 99 anos,12.0
2311231,Potiretama - CE,Total,100 anos ou mais,4.0
2311264,Quiterianópolis - CE,Total,Total,20213.0
2311264,Quiterianópolis - CE,Total,0 a 4 anos,1277.0
2311264,Quiterianópolis - CE,Total,5 a 9 anos,1327.0
2311264,Quiterianópolis - CE,Total,10 a 14 anos,1432.0
2311264,Quiterianópolis - CE,Total,15 a 19 anos,1577.0
2311264,Quiterianópolis - CE,Total,20 a 24 anos,1394.0
2311264,Quiterianópolis - CE,Total,25 a 29 anos,1463.0
2311264,Quiterianópolis - CE,Total,30 a 34 anos,1384.0
2311264,Quiterianópolis - CE,Total,35 a 39 anos,1459.0
2311264,Quiterianópolis - CE,Total,40 a 44 anos,1551.0
2311264,Quiterianópolis - CE,Total,45 a 49 anos,1333.0
2311264,Quiterianópolis - CE,Total,50 a 54 anos,1267.0
2311264,Quiterianópolis - CE,Total,55 a 59 anos,1206.0
2311264,Quiterianópolis - CE,Total,60 a 64 anos,987.0
2311264,Quiterianópolis - CE,Total,65 a 69 anos,736.0
2311264,Quiterianópolis - CE,Total,70 a 74 anos,666.0
2311264,Quiterianópolis - CE,Total,75 a 79 anos,473.0
2311264,Quiterianópolis - CE,Total,80 a 84 anos,354.0
2311264,Quiterianópolis - CE,Total,85 a 89 anos,195.0
2311264,Quiterianópolis - CE,Total,90 a 94 anos,93.0
2311264,Quiterianópolis - CE,Total,95 a 99 anos,33.0
2311264,Quiterianópolis - CE,Total,100 anos ou mais,6.0
2311306,Quixadá - CE,Total,Total,84168.0
2311306,Quixadá - CE,Total,0 a 4 anos,6270.0
2311306,Quixadá - CE,Total,5 a 9 anos,6159.0
2311306,Quixadá - CE,Total,10 a 14 anos,6215.0
2311306,Quixadá - CE,Total,15 a 19 anos,6541.0
2311306,Quixadá - CE,Total,20 a 24 anos,6923.0
2311306,Quixadá - CE,Total,25 a 29 anos,7443.0
2311306,Quixadá - CE,Total,30 a 34 anos,6402.0
2311306,Quixadá - CE,Total,35 a 39 anos,6223.0
2311306,Quixadá - CE,Total,40 a 44 anos,5663.0
2311306,Quixadá - CE,Total,45 a 49 anos,4995.0
2311306,Quixadá - CE,Total,50 a 54 anos,4633.0
2311306,Quixadá - CE,Total,55 a 59 anos,4423.0
2311306,Quixadá - CE,Total,60 a 64 anos,3504.0
2311306,Quixadá - CE,Total,65 a 69 anos,2691.0
2311306,Quixadá - CE,Total,70 a 74 anos,2320.0
2311306,Quixadá - CE,Total,75 a 79 anos,1524.0
2311306,Quixadá - CE,Total,80 a 84 anos,1220.0
2311306,Quixadá - CE,Total,85 a 89 anos,615.0
2311306,Quixadá - CE,Total,90 a 94 anos,294.0
2311306,Quixadá - CE,Total,95 a 99 anos,95.0
2311306,Quixadá - CE,Total,100 anos ou mais,15.0
2311355,Quixelô - CE,Total,Total,15910.0
2311355,Quixelô - CE,Total,0 a 4 anos,919.0
2311355,Quixelô - CE,Total,5 a 9 anos,915.0
2311355,Quixelô - CE,Total,10 a 14 anos,1105.0
2311355,Quixelô - CE,Total,15 a 19 anos,1048.0
2311355,Quixelô - CE,Total,20 a 24 anos,1001.0
2311355,Quixelô - CE,Total,25 a 29 anos,1065.0
2311355,Quixelô - CE,Total,30 a 34 anos,1073.0
2311355,Quixelô - CE,Total,35 a 39 anos,1111.0
2311355,Quixelô - CE,Total,40 a 44 anos,1185.0
2311355,Quixelô - CE,Total,45 a 49 anos,1133.0
2311355,Quixelô - CE,Total,50 a 54 anos,1012.0
2311355,Quixelô - CE,Total,55 a 59 anos,1035.0
2311355,Quixelô - CE,Total,60 a 64 anos,888.0
2311355,Quixelô - CE,Total,65 a 69 anos,752.0
2311355,Quixelô - CE,Total,70 a 74 anos,686.0
2311355,Quixelô - CE,Total,75 a 79 anos,425.0
2311355,Quixelô - CE,Total,80 a 84 anos,317.0
2311355,Quixelô - CE,Total,85 a 89 anos,155.0
2311355,Quixelô - CE,Total,90 a 94 anos,65.0
2311355,Quixelô - CE,Total,95 a 99 anos,17.0
2311355,Quixelô - CE,Total,100 anos ou mais,3.0
2311405,Quixeramobim - CE,Total,Total,82177.0
2311405,Quixeramobim - CE,Total,0 a 4 anos,5881.0
2311405,Quixeramobim - CE,Total,5 a 9 anos,5590.0
2311405,Quixeramobim - CE,Total,10 a 14 anos,5828.0
2311405,Quixeramobim - CE,Total,15 a 19 anos,6278.0
2311405,Quixeramobim - CE,Total,20 a 24 anos,7086.0
2311405,Quixeramobim - CE,Total,25 a 29 anos,7252.0
2311405,Quixeramobim - CE,Total,30 a 34 anos,6536.0
2311405,Quixeramobim - CE,Total,35 a 39 anos,5677.0
2311405,Quixeramobim - CE,Total,40 a 44 anos,5599.0
2311405,Quixeramobim - CE,Total,45 a 49 anos,4823.0
2311405,Quixeramobim - CE,Total,50 a 54 anos,4655.0
2311405,Quixeramobim - CE,Total,55 a 59 anos,4432.0
2311405,Quixeramobim - CE,Total,60 a 64 anos,3500.0
2311405,Quixeramobim - CE,Total,65 a 69 anos,2856.0
2311405,Quixeramobim - CE,Total,70 a 74 anos,2317.0
2311405,Quixeramobim - CE,Total,75 a 79 anos,1562.0
2311405,Quixeramobim - CE,Total,80 a 84 anos,1244.0
2311405,Quixeramobim - CE,Total,85 a 89 anos,618.0
2311405,Quixeramobim - CE,Total,90 a 94 anos,325.0
2311405,Quixeramobim - CE,Total,95 a 99 anos,97.0
2311405,Quixeramobim - CE,Total,100 anos ou mais,21.0
2311504,Quixeré - CE,Total,Total,20874.0
2311504,Quixeré - CE,Total,0 a 4 anos,1289.0
2311504,Quixeré - CE,Total,5 a 9 anos,1419.0
2311504,Quixeré - CE,Total,10 a 14 anos,1493.0
2311504,Quixeré - CE,Total,15 a 19 anos,1488.0
2311504,Quixeré - CE,Total,20 a 24 anos,1613.0
2311504,Quixeré - CE,Total,25 a 29 anos,1748.0
2311504,Quixeré - CE,Total,30 a 34 anos,1827.0
2311504,Quixeré - CE,Total,35 a 39 anos,1705.0
2311504,Quixeré - CE,Total,40 a 44 anos,1516.0
2311504,Quixeré - CE,Total,45 a 49 anos,1315.0
2311504,Quixeré - CE,Total,50 a 54 anos,1287.0
2311504,Quixeré - CE,Total,55 a 59 anos,1115.0
2311504,Quixeré - CE,Total,60 a 64 anos,861.0
2311504,Quixeré - CE,Total,65 a 69 anos,705.0
2311504,Quixeré - CE,Total,70 a 74 anos,602.0
2311504,Quixeré - CE,Total,75 a 79 anos,428.0
2311504,Quixeré - CE,Total,80 a 84 anos,223.0
2311504,Quixeré - CE,Total,85 a 89 anos,146.0
2311504,Quixeré - CE,Total,90 a 94 anos,59.0
2311504,Quixeré - CE,Total,95 a 99 anos,31.0
2311504,Quixeré - CE,Total,100 anos ou mais,4.0
2311603,Redenção - CE,Total,Total,27214.0
2311603,Redenção - CE,Total,0 a 4 anos,1845.0
2311603,Redenção - CE,Total,5 a 9 anos,1957.0
2311603,Redenção - CE,Total,10 a 14 anos,2033.0
2311603,Redenção - CE,Total,15 a 19 anos,2045.0
2311603,Redenção - CE,Total,20 a 24 anos,2207.0
2311603,Redenção - CE,Total,25 a 29 anos,2183.0
2311603,Redenção - CE,Total,30 a 34 anos,1997.0
2311603,Redenção - CE,Total,35 a 39 anos,2003.0
2311603,Redenção - CE,Total,40 a 44 anos,1858.0
2311603,Redenção - CE,Total,45 a 49 anos,1687.0
2311603,Redenção - CE,Total,50 a 54 anos,1608.0
2311603,Redenção - CE,Total,55 a 59 anos,1549.0
2311603,Redenção - CE,Total,60 a 64 anos,1174.0
2311603,Redenção - CE,Total,65 a 69 anos,971.0
2311603,Redenção - CE,Total,70 a 74 anos,809.0
2311603,Redenção - CE,Total,75 a 79 anos,545.0
2311603,Redenção - CE,Total,80 a 84 anos,374.0
2311603,Redenção - CE,Total,85 a 89 anos,213.0
2311603,Redenção - CE,Total,90 a 94 anos,113.0
2311603,Redenção - CE,Total,95 a 99 anos,38.0
2311603,Redenção - CE,Total,100 anos ou mais,5.0
2311702,Reriutaba - CE,Total,Total,18606.0
2311702,Reriutaba - CE,Total,0 a 4 anos,1254.0
2311702,Reriutaba - CE,Total,5 a 9 anos,1304.0
2311702,Reriutaba - CE,Total,10 a 14 anos,1440.0
2311702,Reriutaba - CE,Total,15 a 19 anos,1483.0
2311702,Reriutaba - CE,Total,20 a 24 anos,1376.0
2311702,Reriutaba - CE,Total,25 a 29 anos,1361.0
2311702,Reriutaba - CE,Total,30 a 34 anos,1268.0
2311702,Reriutaba - CE,Total,35 a 39 anos,1352.0
2311702,Reriutaba - CE,Total,40 a 44 anos,1296.0
2311702,Reriutaba - CE,Total,45 a 49 anos,1134.0
2311702,Reriutaba - CE,Total,50 a 54 anos,1062.0
2311702,Reriutaba - CE,Total,55 a 59 anos,977.0
2311702,Reriutaba - CE,Total,60 a 64 anos,865.0
2311702,Reriutaba - CE,Total,65 a 69 anos,733.0
2311702,Reriutaba - CE,Total,70 a 74 anos,630.0
2311702,Reriutaba - CE,Total,75 a 79 anos,416.0
2311702,Reriutaba - CE,Total,80 a 84 anos,354.0
2311702,Reriutaba - CE,Total,85 a 89 anos,174.0
2311702,Reriutaba - CE,Total,90 a 94 anos,93.0
2311702,Reriutaba - CE,Total,95 a 99 anos,31.0
2311702,Reriutaba - CE,Total,100 anos ou mais,3.0
2311801,Russas - CE,Total,Total,72928.0
2311801,Russas - CE,Total,0 a 4 anos,4525.0
2311801,Russas - CE,Total,5 a 9 anos,4793.0
2311801,Russas - CE,Total,10 a 14 anos,4897.0
2311801,Russas - CE,Total,15 a 19 anos,5019.0
2311801,Russas - CE,Total,20 a 24 anos,5663.0
2311801,Russas - CE,Total,25 a 29 anos,5898.0
2311801,Russas - CE,Total,30 a 34 anos,6164.0
2311801,Russas - CE,Total,35 a 39 anos,6024.0
2311801,Russas - CE,Total,40 a 44 anos,5790.0
2311801,Russas - CE,Total,45 a 49 anos,4987.0
2311801,Russas - CE,Total,50 a 54 anos,4301.0
2311801,Russas - CE,Total,55 a 59 anos,4089.0
2311801,Russas - CE,Total,60 a 64 anos,3175.0
2311801,Russas - CE,Total,65 a 69 anos,2408.0
2311801,Russas - CE,Total,70 a 74 anos,2113.0
2311801,Russas - CE,Total,75 a 79 anos,1407.0
2311801,Russas - CE,Total,80 a 84 anos,862.0
2311801,Russas - CE,Total,85 a 89 anos,467.0
2311801,Russas - CE,Total,90 a 94 anos,243.0
2311801,Russas - CE,Total,95 a 99 anos,88.0
2311801,Russas - CE,Total,100 anos ou mais,15.0
2311900,Saboeiro - CE,Total,Total,13854.0
2311900,Saboeiro - CE,Total,0 a 4 anos,898.0
2311900,Saboeiro - CE,Total,5 a 9 anos,963.0
2311900,Saboeiro - CE,Total,10 a 14 anos,1070.0
2311900,Saboeiro - CE,Total,15 a 19 anos,1083.0
2311900,Saboeiro - CE,Total,20 a 24 anos,946.0
2311900,Saboeiro - CE,Total,25 a 29 anos,945.0
2311900,Saboeiro - CE,Total,30 a 34 anos,932.0
2311900,Saboeiro - CE,Total,35 a 39 anos,912.0
2311900,Saboeiro - CE,Total,40 a 44 anos,969.0
2311900,Saboeiro - CE,Total,45 a 49 anos,822.0
2311900,Saboeiro - CE,Total,50 a 54 anos,796.0
2311900,Saboeiro - CE,Total,55 a 59 anos,853.0
2311900,Saboeiro - CE,Total,60 a 64 anos,694.0
2311900,Saboeiro - CE,Total,65 a 69 anos,585.0
2311900,Saboeiro - CE,Total,70 a 74 anos,538.0
2311900,Saboeiro - CE,Total,75 a 79 anos,353.0
2311900,Saboeiro - CE,Total,80 a 84 anos,286.0
2311900,Saboeiro - CE,Total,85 a 89 anos,128.0
2311900,Saboeiro - CE,Total,90 a 94 anos,47.0
2311900,Saboeiro - CE,Total,95 a 99 anos,23.0
2311900,Saboeiro - CE,Total,100 anos ou mais,11.0
2311959,Salitre - CE,Total,Total,16633.0
2311959,Salitre - CE,Total,0 a 4 anos,1373.0
2311959,Salitre - CE,Total,5 a 9 anos,1310.0
2311959,Salitre - CE,Total,10 a 14 anos,1430.0
2311959,Salitre - CE,Total,15 a 19 anos,1474.0
2311959,Salitre - CE,Total,20 a 24 anos,1562.0
2311959,Salitre - CE,Total,25 a 29 anos,1249.0
2311959,Salitre - CE,Total,30 a 34 anos,1302.0
2311959,Salitre - CE,Total,35 a 39 anos,1206.0
2311959,Salitre - CE,Total,40 a 44 anos,1060.0
2311959,Salitre - CE,Total,45 a 49 anos,941.0
2311959,Salitre - CE,Total,50 a 54 anos,842.0
2311959,Salitre - CE,Total,55 a 59 anos,761.0
2311959,Salitre - CE,Total,60 a 64 anos,571.0
2311959,Salitre - CE,Total,65 a 69 anos,460.0
2311959,Salitre - CE,Total,70 a 74 anos,389.0
2311959,Salitre - CE,Total,75 a 79 anos,317.0
2311959,Salitre - CE,Total,80 a 84 anos,211.0
2311959,Salitre - CE,Total,85 a 89 anos,107.0
2311959,Salitre - CE,Total,90 a 94 anos,49.0
2311959,Salitre - CE,Total,95 a 99 anos,17.0
2311959,Salitre - CE,Total,100 anos ou mais,2.0
2312007,Santana do Acaraú - CE,Total,Total,30628.0
2312007,Santana do Acaraú - CE,Total,0 a 4 anos,2177.0
2312007,Santana do Acaraú - CE,Total,5 a 9 anos,2106.0
2312007,Santana do Acaraú - CE,Total,10 a 14 anos,2327.0
2312007,Santana do Acaraú - CE,Total,15 a 19 anos,2671.0
2312007,Santana do Acaraú - CE,Total,20 a 24 anos,2706.0
2312007,Santana do Acaraú - CE,Total,25 a 29 anos,2519.0
2312007,Santana do Acaraú - CE,Total,30 a 34 anos,2366.0
2312007,Santana do Acaraú - CE,Total,35 a 39 anos,2354.0
2312007,Santana do Acaraú - CE,Total,40 a 44 anos,2076.0
2312007,Santana do Acaraú - CE,Total,45 a 49 anos,1934.0
2312007,Santana do Acaraú - CE,Total,50 a 54 anos,1621.0
2312007,Santana do Acaraú - CE,Total,55 a 59 anos,1512.0
2312007,Santana do Acaraú - CE,Total,60 a 64 anos,1138.0
2312007,Santana do Acaraú - CE,Total,65 a 69 anos,860.0
2312007,Santana do Acaraú - CE,Total,70 a 74 anos,797.0
2312007,Santana do Acaraú - CE,Total,75 a 79 anos,657.0
2312007,Santana do Acaraú - CE,Total,80 a 84 anos,465.0
2312007,Santana do Acaraú - CE,Total,85 a 89 anos,213.0
2312007,Santana do Acaraú - CE,Total,90 a 94 anos,94.0
2312007,Santana do Acaraú - CE,Total,95 a 99 anos,27.0
2312007,Santana do Acaraú - CE,Total,100 anos ou mais,8.0
2312106,Santana do Cariri - CE,Total,Total,16954.0
2312106,Santana do Cariri - CE,Total,0 a 4 anos,1208.0
2312106,Santana do Cariri - CE,Total,5 a 9 anos,1304.0
2312106,Santana do Cariri - CE,Total,10 a 14 anos,1388.0
2312106,Santana do Cariri - CE,Total,15 a 19 anos,1434.0
2312106,Santana do Cariri - CE,Total,20 a 24 anos,1403.0
2312106,Santana do Cariri - CE,Total,25 a 29 anos,1200.0
2312106,Santana do Cariri - CE,Total,30 a 34 anos,1157.0
2312106,Santana do Cariri - CE,Total,35 a 39 anos,1282.0
2312106,Santana do Cariri - CE,Total,40 a 44 anos,1169.0
2312106,Santana do Cariri - CE,Total,45 a 49 anos,999.0
2312106,Santana do Cariri - CE,Total,50 a 54 anos,904.0
2312106,Santana do Cariri - CE,Total,55 a 59 anos,865.0
2312106,Santana do Cariri - CE,Total,60 a 64 anos,721.0
2312106,Santana do Cariri - CE,Total,65 a 69 anos,567.0
2312106,Santana do Cariri - CE,Total,70 a 74 anos,499.0
2312106,Santana do Cariri - CE,Total,75 a 79 anos,349.0
2312106,Santana do Cariri - CE,Total,80 a 84 anos,281.0
2312106,Santana do Cariri - CE,Total,85 a 89 anos,137.0
2312106,Santana do Cariri - CE,Total,90 a 94 anos,58.0
2312106,Santana do Cariri - CE,Total,95 a 99 anos,23.0
2312106,Santana do Cariri - CE,Total,100 anos ou mais,6.0
2312205,Santa Quitéria - CE,Total,Total,40183.0
2312205,Santa Quitéria - CE,Total,0 a 4 anos,2543.0
2312205,Santa Quitéria - CE,Total,5 a 9 anos,2672.0
2312205,Santa Quitéria - CE,Total,10 a 14 anos,2867.0
2312205,Santa Quitéria - CE,Total,15 a 19 anos,3144.0
2312205,Santa Quitéria - CE,Total,20 a 24 anos,3121.0
2312205,Santa Quitéria - CE,Total,25 a 29 anos,3090.0
2312205,Santa Quitéria - CE,Total,30 a 34 anos,2910.0
2312205,Santa Quitéria - CE,Total,35 a 39 anos,2872.0
2312205,Santa Quitéria - CE,Total,40 a 44 anos,2753.0
2312205,Santa Quitéria - CE,Total,45 a 49 anos,2592.0
2312205,Santa Quitéria - CE,Total,50 a 54 anos,2334.0
2312205,Santa Quitéria - CE,Total,55 a 59 anos,2376.0
2312205,Santa Quitéria - CE,Total,60 a 64 anos,1863.0
2312205,Santa Quitéria - CE,Total,65 a 69 anos,1488.0
2312205,Santa Quitéria - CE,Total,70 a 74 anos,1399.0
2312205,Santa Quitéria - CE,Total,75 a 79 anos,903.0
2312205,Santa Quitéria - CE,Total,80 a 84 anos,681.0
2312205,Santa Quitéria - CE,Total,85 a 89 anos,336.0
2312205,Santa Quitéria - CE,Total,90 a 94 anos,169.0
2312205,Santa Quitéria - CE,Total,95 a 99 anos,60.0
2312205,Santa Quitéria - CE,Total,100 anos ou mais,10.0
2312304,São Benedito - CE,Total,Total,47640.0
2312304,São Benedito - CE,Total,0 a 4 anos,3745.0
