NC;NN;D1C;D1N;D2C;D2N;D3C;D3N;D4C;D4N;D5C;D5N;D6C;D6N;MC;MN;V
Nível Territorial (Código);Nível Territorial;Brasil, Unidade da Federação e Município (Código);Brasil, Unidade da Federação e Município;Variável (Código);Variável;Ano (Código);Ano;Sexo (Código);Sexo;Idade (Código);Idade;Forma de declaração da idade (Código);Forma de declaração da idade;Unidade de Medida (Código);Unidade de Medida;Valor
6;Município;2305332;Ibicuitinga - CE;93;População residente;2022;2022;5;Mulheres;100362;Total;113635;Total;45;Pessoas;5689
6;Município;2305332;Ibicuitinga - CE;93;População residente;2022;2022;5;Mulheres;93070;0 a 4 anos;113635;Total;45;Pessoas;355
6;Município;2305332;Ibicuitinga - CE;93;População residente;2022;2022;5;Mulheres;93084;5 a 9 anos;113635;Total;45;Pessoas;387
6;Município;2305332;Ibicuitinga - CE;93;População residente;2022;2022;5;Mulheres;93085;10 a 14 anos;113635;Total;45;Pessoas;385
6;Município;2305332;Ibicuitinga - CE;93;População residente;2022;2022;5;Mulheres;93086;15 a 19 anos;113635;Total;45;Pessoas;409
6;Município;2305332;Ibicuitinga - CE;93;População residente;2022;2022;5;Mulheres;93087;20 a 24 anos;113635;Total;45;Pessoas;419
6;Município;2305332;Ibicuitinga - CE;93;População residente;2022;2022;5;Mulheres;93088;25 a 29 anos;113635;Total;45;Pessoas;406
6;Município;2305332;Ibicuitinga - CE;93;População residente;2022;2022;5;Mulheres;93089;30 a 34 anos;113635;Total;45;Pessoas;463
6;Município;2305332;Ibicuitinga - CE;93;População residente;2022;2022;5;Mulheres;93090;35 a 39 anos;113635;Total;45;Pessoas;485
6;Município;2305332;Ibicuitinga - CE;93;População residente;2022;2022;5;Mulheres;93091;40 a 44 anos;113635;Total;45;Pessoas;438
6;Município;2305332;Ibicuitinga - CE;93;População residente;2022;2022;5;Mulheres;93092;45 a 49 anos;113635;Total;45;Pessoas;361
6;Município;2305332;Ibicuitinga - CE;93;População residente;2022;2022;5;Mulheres;93093;50 a 54 anos;113635;Total;45;Pessoas;364
6;Município;2305332;Ibicuitinga - CE;93;População residente;2022;2022;5;Mulheres;93094;55 a 59 anos;113635;Total;45;Pessoas;312
6;Município;2305332;Ibicuitinga - CE;93;População residente;2022;2022;5;Mulheres;93095;60 a 64 anos;113635;Total;45;Pessoas;245
6;Município;2305332;Ibicuitinga - CE;93;População residente;2022;2022;5;Mulheres;93096;65 a 69 anos;113635;Total;45;Pessoas;202
6;Município;2305332;Ibicuitinga - CE;93;População residente;2022;2022;5;Mulheres;93097;70 a 74 anos;113635;Total;45;Pessoas;173
6;Município;2305332;Ibicuitinga - CE;93;População residente;2022;2022;5;Mulheres;93098;75 a 79 anos;113635;Total;45;Pessoas;116
6;Município;2305332;Ibicuitinga - CE;93;População residente;2022;2022;5;Mulheres;49108;80 a 84 anos;113635;Total;45;Pessoas;87
6;Município;2305332;Ibicuitinga - CE;93;População residente;2022;2022;5;Mulheres;49109;85 a 89 anos;113635;Total;45;Pessoas;54
6;Município;2305332;Ibicuitinga - CE;93;População residente;2022;2022;5;Mulheres;60040;90 a 94 anos;113635;Total;45;Pessoas;24
6;Município;2305332;Ibicuitinga - CE;93;População residente;2022;2022;5;Mulheres;60041;95 a 99 anos;113635;Total;45;Pessoas;3
6;Município;2305332;Ibicuitinga - CE;93;População residente;2022;2022;5;Mulheres;6653;100 anos ou mais;113635;Total;45;Pessoas;1
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;6794;Total;100362;Total;113635;Total;45;Pessoas;21433
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;6794;Total;93070;0 a 4 anos;113635;Total;45;Pessoas;1346
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;6794;Total;93084;5 a 9 anos;113635;Total;45;Pessoas;1471
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;6794;Total;93085;10 a 14 anos;113635;Total;45;Pessoas;1537
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;6794;Total;93086;15 a 19 anos;113635;Total;45;Pessoas;1619
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;6794;Total;93087;20 a 24 anos;113635;Total;45;Pessoas;1447
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;6794;Total;93088;25 a 29 anos;113635;Total;45;Pessoas;1629
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;6794;Total;93089;30 a 34 anos;113635;Total;45;Pessoas;1676
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;6794;Total;93090;35 a 39 anos;113635;Total;45;Pessoas;1911
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;6794;Total;93091;40 a 44 anos;113635;Total;45;Pessoas;1757
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;6794;Total;93092;45 a 49 anos;113635;Total;45;Pessoas;1490
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;6794;Total;93093;50 a 54 anos;113635;Total;45;Pessoas;1349
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;6794;Total;93094;55 a 59 anos;113635;Total;45;Pessoas;1141
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;6794;Total;93095;60 a 64 anos;113635;Total;45;Pessoas;901
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;6794;Total;93096;65 a 69 anos;113635;Total;45;Pessoas;718
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;6794;Total;93097;70 a 74 anos;113635;Total;45;Pessoas;640
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;6794;Total;93098;75 a 79 anos;113635;Total;45;Pessoas;411
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;6794;Total;49108;80 a 84 anos;113635;Total;45;Pessoas;218
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;6794;Total;49109;85 a 89 anos;113635;Total;45;Pessoas;104
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;6794;Total;60040;90 a 94 anos;113635;Total;45;Pessoas;50
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;6794;Total;60041;95 a 99 anos;113635;Total;45;Pessoas;16
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;6794;Total;6653;100 anos ou mais;113635;Total;45;Pessoas;2
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;4;Homens;100362;Total;113635;Total;45;Pessoas;10779
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;4;Homens;93070;0 a 4 anos;113635;Total;45;Pessoas;709
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;4;Homens;93084;5 a 9 anos;113635;Total;45;Pessoas;760
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;4;Homens;93085;10 a 14 anos;113635;Total;45;Pessoas;783
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;4;Homens;93086;15 a 19 anos;113635;Total;45;Pessoas;872
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;4;Homens;93087;20 a 24 anos;113635;Total;45;Pessoas;756
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;4;Homens;93088;25 a 29 anos;113635;Total;45;Pessoas;799
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;4;Homens;93089;30 a 34 anos;113635;Total;45;Pessoas;806
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;4;Homens;93090;35 a 39 anos;113635;Total;45;Pessoas;943
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;4;Homens;93091;40 a 44 anos;113635;Total;45;Pessoas;873
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;4;Homens;93092;45 a 49 anos;113635;Total;45;Pessoas;760
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;4;Homens;93093;50 a 54 anos;113635;Total;45;Pessoas;674
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;4;Homens;93094;55 a 59 anos;113635;Total;45;Pessoas;565
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;4;Homens;93095;60 a 64 anos;113635;Total;45;Pessoas;434
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;4;Homens;93096;65 a 69 anos;113635;Total;45;Pessoas;351
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;4;Homens;93097;70 a 74 anos;113635;Total;45;Pessoas;320
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;4;Homens;93098;75 a 79 anos;113635;Total;45;Pessoas;209
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;4;Homens;49108;80 a 84 anos;113635;Total;45;Pessoas;96
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;4;Homens;49109;85 a 89 anos;113635;Total;45;Pessoas;40
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;4;Homens;60040;90 a 94 anos;113635;Total;45;Pessoas;21
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;4;Homens;60041;95 a 99 anos;113635;Total;45;Pessoas;8
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;4;Homens;6653;100 anos ou mais;113635;Total;45;Pessoas;-
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;5;Mulheres;100362;Total;113635;Total;45;Pessoas;10654
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;5;Mulheres;93070;0 a 4 anos;113635;Total;45;Pessoas;637
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;5;Mulheres;93084;5 a 9 anos;113635;Total;45;Pessoas;711
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;5;Mulheres;93085;10 a 14 anos;113635;Total;45;Pessoas;754
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;5;Mulheres;93086;15 a 19 anos;113635;Total;45;Pessoas;747
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;5;Mulheres;93087;20 a 24 anos;113635;Total;45;Pessoas;691
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;5;Mulheres;93088;25 a 29 anos;113635;Total;45;Pessoas;830
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;5;Mulheres;93089;30 a 34 anos;113635;Total;45;Pessoas;870
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;5;Mulheres;93090;35 a 39 anos;113635;Total;45;Pessoas;968
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;5;Mulheres;93091;40 a 44 anos;113635;Total;45;Pessoas;884
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;5;Mulheres;93092;45 a 49 anos;113635;Total;45;Pessoas;730
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;5;Mulheres;93093;50 a 54 anos;113635;Total;45;Pessoas;675
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;5;Mulheres;93094;55 a 59 anos;113635;Total;45;Pessoas;576
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;5;Mulheres;93095;60 a 64 anos;113635;Total;45;Pessoas;467
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;5;Mulheres;93096;65 a 69 anos;113635;Total;45;Pessoas;367
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;5;Mulheres;93097;70 a 74 anos;113635;Total;45;Pessoas;320
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;5;Mulheres;93098;75 a 79 anos;113635;Total;45;Pessoas;202
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;5;Mulheres;49108;80 a 84 anos;113635;Total;45;Pessoas;122
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;5;Mulheres;49109;85 a 89 anos;113635;Total;45;Pessoas;64
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;5;Mulheres;60040;90 a 94 anos;113635;Total;45;Pessoas;29
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;5;Mulheres;60041;95 a 99 anos;113635;Total;45;Pessoas;8
6;Município;2305357;Icapuí - CE;93;População residente;2022;2022;5;Mulheres;6653;100 anos ou mais;113635;Total;45;Pessoas;2
6;Município;2305407;Icó - CE;93;População residente;2022;2022;6794;Total;100362;Total;113635;Total;45;Pessoas;62642
6;Município;2305407;Icó - CE;93;População residente;2022;2022;6794;Total;93070;0 a 4 anos;113635;Total;45;Pessoas;3971
6;Município;2305407;Icó - CE;93;População residente;2022;2022;6794;Total;93084;5 a 9 anos;113635;Total;45;Pessoas;4219
6;Município;2305407;Icó - CE;93;População residente;2022;2022;6794;Total;93085;10 a 14 anos;113635;Total;45;Pessoas;4509
6;Município;2305407;Icó - CE;93;População residente;2022;2022;6794;Total;93086;15 a 19 anos;113635;Total;45;Pessoas;4941
6;Município;2305407;Icó - CE;93;População residente;2022;2022;6794;Total;93087;20 a 24 anos;113635;Total;45;Pessoas;4682
6;Município;2305407;Icó - CE;93;População residente;2022;2022;6794;Total;93088;25 a 29 anos;113635;Total;45;Pessoas;4453
6;Município;2305407;Icó - CE;93;População residente;2022;2022;6794;Total;93089;30 a 34 anos;113635;Total;45;Pessoas;4519
6;Município;2305407;Icó - CE;93;População residente;2022;2022;6794;Total;93090;35 a 39 anos;113635;Total;45;Pessoas;4824
6;Município;2305407;Icó - CE;93;População residente;2022;2022;6794;Total;93091;40 a 44 anos;113635;Total;45;Pessoas;4345
6;Município;2305407;Icó - CE;93;População residente;2022;2022;6794;Total;93092;45 a 49 anos;113635;Total;45;Pessoas;4049
6;Município;2305407;Icó - CE;93;População residente;2022;2022;6794;Total;93093;50 a 54 anos;113635;Total;45;Pessoas;3620
6;Município;2305407;Icó - CE;93;População residente;2022;2022;6794;Total;93094;55 a 59 anos;113635;Total;45;Pessoas;3696
6;Município;2305407;Icó - CE;93;População residente;2022;2022;6794;Total;93095;60 a 64 anos;113635;Total;45;Pessoas;3127
6;Município;2305407;Icó - CE;93;População residente;2022;2022;6794;Total;93096;65 a 69 anos;113635;Total;45;Pessoas;2475
6;Município;2305407;Icó - CE;93;População residente;2022;2022;6794;Total;93097;70 a 74 anos;113635;Total;45;Pessoas;2032
6;Município;2305407;Icó - CE;93;População residente;2022;2022;6794;Total;93098;75 a 79 anos;113635;Total;45;Pessoas;1357
6;Município;2305407;Icó - CE;93;População residente;2022;2022;6794;Total;49108;80 a 84 anos;113635;Total;45;Pessoas;1006
6;Município;2305407;Icó - CE;93;População residente;2022;2022;6794;Total;49109;85 a 89 anos;113635;Total;45;Pessoas;512
6;Município;2305407;Icó - CE;93;População residente;2022;2022;6794;Total;60040;90 a 94 anos;113635;Total;45;Pessoas;216
6;Município;2305407;Icó - CE;93;População residente;2022;2022;6794;Total;60041;95 a 99 anos;113635;Total;45;Pessoas;77
6;Município;2305407;Icó - CE;93;População residente;2022;2022;6794;Total;6653;100 anos ou mais;113635;Total;45;Pessoas;12
6;Município;2305407;Icó - CE;93;População residente;2022;2022;4;Homens;100362;Total;113635;Total;45;Pessoas;30517
6;Município;2305407;Icó - CE;93;População residente;2022;2022;4;Homens;93070;0 a 4 anos;113635;Total;45;Pessoas;2054
6;Município;2305407;Icó - CE;93;População residente;2022;2022;4;Homens;93084;5 a 9 anos;113635;Total;45;Pessoas;2140
6;Município;2305407;Icó - CE;93;População residente;2022;2022;4;Homens;93085;10 a 14 anos;113635;Total;45;Pessoas;2324
6;Município;2305407;Icó - CE;93;População residente;2022;2022;4;Homens;93086;15 a 19 anos;113635;Total;45;Pessoas;2461
6;Município;2305407;Icó - CE;93;População residente;2022;2022;4;Homens;93087;20 a 24 anos;113635;Total;45;Pessoas;2376
6;Município;2305407;Icó - CE;93;População residente;2022;2022;4;Homens;93088;25 a 29 anos;113635;Total;45;Pessoas;2183
6;Município;2305407;Icó - CE;93;População residente;2022;2022;4;Homens;93089;30 a 34 anos;113635;Total;45;Pessoas;2166
6;Município;2305407;Icó - CE;93;População residente;2022;2022;4;Homens;93090;35 a 39 anos;113635;Total;45;Pessoas;2383
6;Município;2305407;Icó - CE;93;População residente;2022;2022;4;Homens;93091;40 a 44 anos;113635;Total;45;Pessoas;2106
6;Município;2305407;Icó - CE;93;População residente;2022;2022;4;Homens;93092;45 a 49 anos;113635;Total;45;Pessoas;1925
6;Município;2305407;Icó - CE;93;População residente;2022;2022;4;Homens;93093;50 a 54 anos;113635;Total;45;Pessoas;1722
6;Município;2305407;Icó - CE;93;População residente;2022;2022;4;Homens;93094;55 a 59 anos;113635;Total;45;Pessoas;1688
6;Município;2305407;Icó - CE;93;População residente;2022;2022;4;Homens;93095;60 a 64 anos;113635;Total;45;Pessoas;1498
6;Município;2305407;Icó - CE;93;População residente;2022;2022;4;Homens;93096;65 a 69 anos;113635;Total;45;Pessoas;1171
6;Município;2305407;Icó - CE;93;População residente;2022;2022;4;Homens;93097;70 a 74 anos;113635;Total;45;Pessoas;903
6;Município;2305407;Icó - CE;93;População residente;2022;2022;4;Homens;93098;75 a 79 anos;113635;Total;45;Pessoas;630
6;Município;2305407;Icó - CE;93;População residente;2022;2022;4;Homens;49108;80 a 84 anos;113635;Total;45;Pessoas;429
6;Município;2305407;Icó - CE;93;População residente;2022;2022;4;Homens;49109;85 a 89 anos;113635;Total;45;Pessoas;218
6;Município;2305407;Icó - CE;93;População residente;2022;2022;4;Homens;60040;90 a 94 anos;113635;Total;45;Pessoas;100
6;Município;2305407;Icó - CE;93;População residente;2022;2022;4;Homens;60041;95 a 99 anos;113635;Total;45;Pessoas;35
6;Município;2305407;Icó - CE;93;População residente;2022;2022;4;Homens;6653;100 anos ou mais;113635;Total;45;Pessoas;5
6;Município;2305407;Icó - CE;93;População residente;2022;2022;5;Mulheres;100362;Total;113635;Total;45;Pessoas;32125
6;Município;2305407;Icó - CE;93;População residente;2022;2022;5;Mulheres;93070;0 a 4 anos;113635;Total;45;Pessoas;1917
6;Município;2305407;Icó - CE;93;População residente;2022;2022;5;Mulheres;93084;5 a 9 anos;113635;Total;45;Pessoas;2079
6;Município;2305407;Icó - CE;93;População residente;2022;2022;5;Mulheres;93085;10 a 14 anos;113635;Total;45;Pessoas;2185
6;Município;2305407;Icó - CE;93;População residente;2022;2022;5;Mulheres;93086;15 a 19 anos;113635;Total;45;Pessoas;2480
6;Município;2305407;Icó - CE;93;População residente;2022;2022;5;Mulheres;93087;20 a 24 anos;113635;Total;45;Pessoas;2306
6;Município;2305407;Icó - CE;93;População residente;2022;2022;5;Mulheres;93088;25 a 29 anos;113635;Total;45;Pessoas;2270
6;Município;2305407;Icó - CE;93;População residente;2022;2022;5;Mulheres;93089;30 a 34 anos;113635;Total;45;Pessoas;2353
6;Município;2305407;Icó - CE;93;População residente;2022;2022;5;Mulheres;93090;35 a 39 anos;113635;Total;45;Pessoas;2441
6;Município;2305407;Icó - CE;93;População residente;2022;2022;5;Mulheres;93091;40 a 44 anos;113635;Total;45;Pessoas;2239
6;Município;2305407;Icó - CE;93;População residente;2022;2022;5;Mulheres;93092;45 a 49 anos;113635;Total;45;Pessoas;2124
6;Município;2305407;Icó - CE;93;População residente;2022;2022;5;Mulheres;93093;50 a 54 anos;113635;Total;45;Pessoas;1898
6;Município;2305407;Icó - CE;93;População residente;2022;2022;5;Mulheres;93094;55 a 59 anos;113635;Total;45;Pessoas;2008
6;Município;2305407;Icó - CE;93;População residente;2022;2022;5;Mulheres;93095;60 a 64 anos;113635;Total;45;Pessoas;1629
6;Município;2305407;Icó - CE;93;População residente;2022;2022;5;Mulheres;93096;65 a 69 anos;113635;Total;45;Pessoas;1304
6;Município;2305407;Icó - CE;93;População residente;2022;2022;5;Mulheres;93097;70 a 74 anos;113635;Total;45;Pessoas;1129
6;Município;2305407;Icó - CE;93;População residente;2022;2022;5;Mulheres;93098;75 a 79 anos;113635;Total;45;Pessoas;727
6;Município;2305407;Icó - CE;93;População residente;2022;2022;5;Mulheres;49108;80 a 84 anos;113635;Total;45;Pessoas;577
6;Município;2305407;Icó - CE;93;População residente;2022;2022;5;Mulheres;49109;85 a 89 anos;113635;Total;45;Pessoas;294
6;Município;2305407;Icó - CE;93;População residente;2022;2022;5;Mulheres;60040;90 a 94 anos;113635;Total;45;Pessoas;116
6;Município;2305407;Icó - CE;93;População residente;2022;2022;5;Mulheres;60041;95 a 99 anos;113635;Total;45;Pessoas;42
6;Município;2305407;Icó - CE;93;População residente;2022;2022;5;Mulheres;6653;100 anos ou mais;113635;Total;45;Pessoas;7
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;6794;Total;100362;Total;113635;Total;45;Pessoas;98064
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;6794;Total;93070;0 a 4 anos;113635;Total;45;Pessoas;6248
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;6794;Total;93084;5 a 9 anos;113635;Total;45;Pessoas;6341
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;6794;Total;93085;10 a 14 anos;113635;Total;45;Pessoas;6726
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;6794;Total;93086;15 a 19 anos;113635;Total;45;Pessoas;7044
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;6794;Total;93087;20 a 24 anos;113635;Total;45;Pessoas;7073
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;6794;Total;93088;25 a 29 anos;113635;Total;45;Pessoas;7375
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;6794;Total;93089;30 a 34 anos;113635;Total;45;Pessoas;7642
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;6794;Total;93090;35 a 39 anos;113635;Total;45;Pessoas;7884
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;6794;Total;93091;40 a 44 anos;113635;Total;45;Pessoas;7456
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;6794;Total;93092;45 a 49 anos;113635;Total;45;Pessoas;6412
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;6794;Total;93093;50 a 54 anos;113635;Total;45;Pessoas;5852
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;6794;Total;93094;55 a 59 anos;113635;Total;45;Pessoas;5598
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;6794;Total;93095;60 a 64 anos;113635;Total;45;Pessoas;4560
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;6794;Total;93096;65 a 69 anos;113635;Total;45;Pessoas;3713
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;6794;Total;93097;70 a 74 anos;113635;Total;45;Pessoas;2998
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;6794;Total;93098;75 a 79 anos;113635;Total;45;Pessoas;2155
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;6794;Total;49108;80 a 84 anos;113635;Total;45;Pessoas;1614
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;6794;Total;49109;85 a 89 anos;113635;Total;45;Pessoas;855
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;6794;Total;60040;90 a 94 anos;113635;Total;45;Pessoas;373
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;6794;Total;60041;95 a 99 anos;113635;Total;45;Pessoas;120
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;6794;Total;6653;100 anos ou mais;113635;Total;45;Pessoas;25
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;4;Homens;100362;Total;113635;Total;45;Pessoas;46696
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;4;Homens;93070;0 a 4 anos;113635;Total;45;Pessoas;3147
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;4;Homens;93084;5 a 9 anos;113635;Total;45;Pessoas;3171
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;4;Homens;93085;10 a 14 anos;113635;Total;45;Pessoas;3433
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;4;Homens;93086;15 a 19 anos;113635;Total;45;Pessoas;3602
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;4;Homens;93087;20 a 24 anos;113635;Total;45;Pessoas;3430
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;4;Homens;93088;25 a 29 anos;113635;Total;45;Pessoas;3554
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;4;Homens;93089;30 a 34 anos;113635;Total;45;Pessoas;3610
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;4;Homens;93090;35 a 39 anos;113635;Total;45;Pessoas;3759
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;4;Homens;93091;40 a 44 anos;113635;Total;45;Pessoas;3521
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;4;Homens;93092;45 a 49 anos;113635;Total;45;Pessoas;3017
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;4;Homens;93093;50 a 54 anos;113635;Total;45;Pessoas;2767
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;4;Homens;93094;55 a 59 anos;113635;Total;45;Pessoas;2563
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;4;Homens;93095;60 a 64 anos;113635;Total;45;Pessoas;2037
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;4;Homens;93096;65 a 69 anos;113635;Total;45;Pessoas;1689
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;4;Homens;93097;70 a 74 anos;113635;Total;45;Pessoas;1283
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;4;Homens;93098;75 a 79 anos;113635;Total;45;Pessoas;910
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;4;Homens;49108;80 a 84 anos;113635;Total;45;Pessoas;681
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;4;Homens;49109;85 a 89 anos;113635;Total;45;Pessoas;334
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;4;Homens;60040;90 a 94 anos;113635;Total;45;Pessoas;137
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;4;Homens;60041;95 a 99 anos;113635;Total;45;Pessoas;39
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;4;Homens;6653;100 anos ou mais;113635;Total;45;Pessoas;12
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;5;Mulheres;100362;Total;113635;Total;45;Pessoas;51368
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;5;Mulheres;93070;0 a 4 anos;113635;Total;45;Pessoas;3101
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;5;Mulheres;93084;5 a 9 anos;113635;Total;45;Pessoas;3170
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;5;Mulheres;93085;10 a 14 anos;113635;Total;45;Pessoas;3293
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;5;Mulheres;93086;15 a 19 anos;113635;Total;45;Pessoas;3442
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;5;Mulheres;93087;20 a 24 anos;113635;Total;45;Pessoas;3643
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;5;Mulheres;93088;25 a 29 anos;113635;Total;45;Pessoas;3821
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;5;Mulheres;93089;30 a 34 anos;113635;Total;45;Pessoas;4032
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;5;Mulheres;93090;35 a 39 anos;113635;Total;45;Pessoas;4125
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;5;Mulheres;93091;40 a 44 anos;113635;Total;45;Pessoas;3935
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;5;Mulheres;93092;45 a 49 anos;113635;Total;45;Pessoas;3395
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;5;Mulheres;93093;50 a 54 anos;113635;Total;45;Pessoas;3085
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;5;Mulheres;93094;55 a 59 anos;113635;Total;45;Pessoas;3035
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;5;Mulheres;93095;60 a 64 anos;113635;Total;45;Pessoas;2523
6;Município;2305506;Iguatu - CE;93;População residente;2022;2022;5;Mulheres;93096;65 a 69 anos;113635;Total;45;Pessoas;2024
