NC;NN;D1C;D1N;D2C;D2N;D3C;D3N;MC;MN;V
Nível Territorial (Código);Nível Territorial;Brasil, Unidade da Federação e Município (Código);Brasil, Unidade da Federação e Município;Variável (Código);Variável;Ano (Código);Ano;Unidade de Medida (Código);Unidade de Medida;Valor
6;Município;2310100;Palmácia - CE;9324;População residente estimada;2016;2016;45;Pessoas;13022
6;Município;2310100;Palmácia - CE;9324;População residente estimada;2017;2017;45;Pessoas;13145
6;Município;2310100;Palmácia - CE;9324;População residente estimada;2018;2018;45;Pessoas;13214
6;Município;2310100;Palmácia - CE;9324;População residente estimada;2019;2019;45;Pessoas;13322
6;Município;2310100;Palmácia - CE;9324;População residente estimada;2020;2020;45;Pessoas;13439
6;Município;2310100;Palmácia - CE;9324;População residente estimada;2021;2021;45;Pessoas;13553
6;Município;2310100;Palmácia - CE;9324;População residente estimada;2024;2024;45;Pessoas;10339
6;Município;2310209;Paracuru - CE;9324;População residente estimada;2014;2014;45;Pessoas;33178
6;Município;2310209;Paracuru - CE;9324;População residente estimada;2015;2015;45;Pessoas;33426
6;Município;2310209;Paracuru - CE;9324;População residente estimada;2016;2016;45;Pessoas;33665
6;Município;2310209;Paracuru - CE;9324;População residente estimada;2017;2017;45;Pessoas;33894
6;Município;2310209;Paracuru - CE;9324;População residente estimada;2018;2018;45;Pessoas;34097
6;Município;2310209;Paracuru - CE;9324;População residente estimada;2019;2019;45;Pessoas;35076
6;Município;2310209;Paracuru - CE;9324;População residente estimada;2020;2020;45;Pessoas;35304
6;Município;2310209;Paracuru - CE;9324;População residente estimada;2021;2021;45;Pessoas;35526
6;Município;2310209;Paracuru - CE;9324;População residente estimada;2024;2024;45;Pessoas;41447
6;Município;2310258;Paraipaba - CE;9324;População residente estimada;2014;2014;45;Pessoas;31705
6;Município;2310258;Paraipaba - CE;9324;População residente estimada;2015;2015;45;Pessoas;31986
6;Município;2310258;Paraipaba - CE;9324;População residente estimada;2016;2016;45;Pessoas;32256
6;Município;2310258;Paraipaba - CE;9324;População residente estimada;2017;2017;45;Pessoas;32515
6;Município;2310258;Paraipaba - CE;9324;População residente estimada;2018;2018;45;Pessoas;32700
6;Município;2310258;Paraipaba - CE;9324;População residente estimada;2019;2019;45;Pessoas;32744
6;Município;2310258;Paraipaba - CE;9324;População residente estimada;2020;2020;45;Pessoas;32992
6;Município;2310258;Paraipaba - CE;9324;População residente estimada;2021;2021;45;Pessoas;33232
6;Município;2310258;Paraipaba - CE;9324;População residente estimada;2024;2024;45;Pessoas;33896
6;Município;2310308;Parambu - CE;9324;População residente estimada;2014;2014;45;Pessoas;31376
6;Município;2310308;Parambu - CE;9324;População residente estimada;2015;2015;45;Pessoas;31293
6;Município;2310308;Parambu - CE;9324;População residente estimada;2016;2016;45;Pessoas;31213
6;Município;2310308;Parambu - CE;9324;População residente estimada;2017;2017;45;Pessoas;31137
6;Município;2310308;Parambu - CE;9324;População residente estimada;2018;2018;45;Pessoas;31398
6;Município;2310308;Parambu - CE;9324;População residente estimada;2019;2019;45;Pessoas;31521
6;Município;2310308;Parambu - CE;9324;População residente estimada;2020;2020;45;Pessoas;31455
6;Município;2310308;Parambu - CE;9324;População residente estimada;2021;2021;45;Pessoas;31391
6;Município;2310308;Parambu - CE;9324;População residente estimada;2024;2024;45;Pessoas;32816
6;Município;2310407;Paramoti - CE;9324;População residente estimada;2014;2014;45;Pessoas;11533
6;Município;2310407;Paramoti - CE;9324;População residente estimada;2015;2015;45;Pessoas;11549
6;Município;2310407;Paramoti - CE;9324;População residente estimada;2016;2016;45;Pessoas;11564
6;Município;2310407;Paramoti - CE;9324;População residente estimada;2017;2017;45;Pessoas;11578
6;Município;2310407;Paramoti - CE;9324;População residente estimada;2018;2018;45;Pessoas;11664
6;Município;2310407;Paramoti - CE;9324;População residente estimada;2019;2019;45;Pessoas;12226
6;Município;2310407;Paramoti - CE;9324;População residente estimada;2020;2020;45;Pessoas;12252
6;Município;2310407;Paramoti - CE;9324;População residente estimada;2021;2021;45;Pessoas;12276
6;Município;2310407;Paramoti - CE;9324;População residente estimada;2024;2024;45;Pessoas;10528
6;Município;2310506;Pedra Branca - CE;9324;População residente estimada;2014;2014;45;Pessoas;42696
6;Município;2310506;Pedra Branca - CE;9324;População residente estimada;2015;2015;45;Pessoas;42746
6;Município;2310506;Pedra Branca - CE;9324;População residente estimada;2016;2016;45;Pessoas;42795
6;Município;2310506;Pedra Branca - CE;9324;População residente estimada;2017;2017;45;Pessoas;42841
6;Município;2310506;Pedra Branca - CE;9324;População residente estimada;2018;2018;45;Pessoas;43160
6;Município;2310506;Pedra Branca - CE;9324;População residente estimada;2019;2019;45;Pessoas;43258
6;Município;2310506;Pedra Branca - CE;9324;População residente estimada;2020;2020;45;Pessoas;43309
6;Município;2310506;Pedra Branca - CE;9324;População residente estimada;2021;2021;45;Pessoas;43359
6;Município;2310506;Pedra Branca - CE;9324;População residente estimada;2024;2024;45;Pessoas;42257
6;Município;2310605;Penaforte - CE;9324;População residente estimada;2014;2014;45;Pessoas;8743
6;Município;2310605;Penaforte - CE;9324;População residente estimada;2015;2015;45;Pessoas;8817
6;Município;2310605;Penaforte - CE;9324;População residente estimada;2016;2016;45;Pessoas;8888
6;Município;2310605;Penaforte - CE;9324;População residente estimada;2017;2017;45;Pessoas;8956
6;Município;2310605;Penaforte - CE;9324;População residente estimada;2018;2018;45;Pessoas;9010
6;Município;2310605;Penaforte - CE;9324;População residente estimada;2019;2019;45;Pessoas;9077
6;Município;2310605;Penaforte - CE;9324;População residente estimada;2020;2020;45;Pessoas;9143
6;Município;2310605;Penaforte - CE;9324;População residente estimada;2021;2021;45;Pessoas;9207
6;Município;2310605;Penaforte - CE;9324;População residente estimada;2024;2024;45;Pessoas;9308
6;Município;2310704;Pentecoste - CE;9324;População residente estimada;2014;2014;45;Pessoas;36611
6;Município;2310704;Pentecoste - CE;9324;População residente estimada;2015;2015;45;Pessoas;36773
6;Município;2310704;Pentecoste - CE;9324;População residente estimada;2016;2016;45;Pessoas;36928
6;Município;2310704;Pentecoste - CE;9324;População residente estimada;2017;2017;45;Pessoas;37077
6;Município;2310704;Pentecoste - CE;9324;População residente estimada;2018;2018;45;Pessoas;37326
6;Município;2310704;Pentecoste - CE;9324;População residente estimada;2019;2019;45;Pessoas;37751
6;Município;2310704;Pentecoste - CE;9324;População residente estimada;2020;2020;45;Pessoas;37900
6;Município;2310704;Pentecoste - CE;9324;População residente estimada;2021;2021;45;Pessoas;38045
6;Município;2310704;Pentecoste - CE;9324;População residente estimada;2024;2024;45;Pessoas;39715
6;Município;2310803;Pereiro - CE;9324;População residente estimada;2014;2014;45;Pessoas;16089
6;Município;2310803;Pereiro - CE;9324;População residente estimada;2015;2015;45;Pessoas;16115
6;Município;2310803;Pereiro - CE;9324;População residente estimada;2016;2016;45;Pessoas;16139
6;Município;2310803;Pereiro - CE;9324;População residente estimada;2017;2017;45;Pessoas;16163
6;Município;2310803;Pereiro - CE;9324;População residente estimada;2018;2018;45;Pessoas;16281
6;Município;2310803;Pereiro - CE;9324;População residente estimada;2019;2019;45;Pessoas;16307
6;Município;2310803;Pereiro - CE;9324;População residente estimada;2020;2020;45;Pessoas;16331
6;Município;2310803;Pereiro - CE;9324;População residente estimada;2021;2021;45;Pessoas;16356
6;Município;2310803;Pereiro - CE;9324;População residente estimada;2024;2024;45;Pessoas;15869
6;Município;2310852;Pindoretama - CE;9324;População residente estimada;2014;2014;45;Pessoas;19975
6;Município;2310852;Pindoretama - CE;9324;População residente estimada;2015;2015;45;Pessoas;20207
6;Município;2310852;Pindoretama - CE;9324;População residente estimada;2016;2016;45;Pessoas;20430
6;Município;2310852;Pindoretama - CE;9324;População residente estimada;2017;2017;45;Pessoas;20644
6;Município;2310852;Pindoretama - CE;9324;População residente estimada;2018;2018;45;Pessoas;20748
6;Município;2310852;Pindoretama - CE;9324;População residente estimada;2019;2019;45;Pessoas;20567
6;Município;2310852;Pindoretama - CE;9324;População residente estimada;2020;2020;45;Pessoas;20769
6;Município;2310852;Pindoretama - CE;9324;População residente estimada;2021;2021;45;Pessoas;20964
6;Município;2310852;Pindoretama - CE;9324;População residente estimada;2024;2024;45;Pessoas;24607
6;Município;2310902;Piquet Carneiro - CE;9324;População residente estimada;2014;2014;45;Pessoas;16318
6;Município;2310902;Piquet Carneiro - CE;9324;População residente estimada;2015;2015;45;Pessoas;16461
6;Município;2310902;Piquet Carneiro - CE;9324;População residente estimada;2016;2016;45;Pessoas;16599
6;Município;2310902;Piquet Carneiro - CE;9324;População residente estimada;2017;2017;45;Pessoas;16731
6;Município;2310902;Piquet Carneiro - CE;9324;População residente estimada;2018;2018;45;Pessoas;16827
6;Município;2310902;Piquet Carneiro - CE;9324;População residente estimada;2019;2019;45;Pessoas;16959
6;Município;2310902;Piquet Carneiro - CE;9324;População residente estimada;2020;2020;45;Pessoas;17086
6;Município;2310902;Piquet Carneiro - CE;9324;População residente estimada;2021;2021;45;Pessoas;17210
6;Município;2310902;Piquet Carneiro - CE;9324;População residente estimada;2024;2024;45;Pessoas;17202
6;Município;2310951;Pires Ferreira - CE;9324;População residente estimada;2014;2014;45;Pessoas;10616
6;Município;2310951;Pires Ferreira - CE;9324;População residente estimada;2015;2015;45;Pessoas;10674
6;Município;2310951;Pires Ferreira - CE;9324;População residente estimada;2016;2016;45;Pessoas;10730
6;Município;2310951;Pires Ferreira - CE;9324;População residente estimada;2017;2017;45;Pessoas;10784
6;Município;2310951;Pires Ferreira - CE;9324;População residente estimada;2018;2018;45;Pessoas;10853
6;Município;2310951;Pires Ferreira - CE;9324;População residente estimada;2019;2019;45;Pessoas;10951
6;Município;2310951;Pires Ferreira - CE;9324;População residente estimada;2020;2020;45;Pessoas;11001
6;Município;2310951;Pires Ferreira - CE;9324;População residente estimada;2021;2021;45;Pessoas;11052
6;Município;2310951;Pires Ferreira - CE;9324;População residente estimada;2024;2024;45;Pessoas;10952
6;Município;2311009;Poranga - CE;9324;População residente estimada;2014;2014;45;Pessoas;12214
6;Município;2311009;Poranga - CE;9324;População residente estimada;2015;2015;45;Pessoas;12224
6;Município;2311009;Poranga - CE;9324;População residente estimada;2016;2016;45;Pessoas;12234
6;Município;2311009;Poranga - CE;9324;População residente estimada;2017;2017;45;Pessoas;12243
6;Município;2311009;Poranga - CE;9324;População residente estimada;2018;2018;45;Pessoas;12334
6;Município;2311009;Poranga - CE;9324;População residente estimada;2019;2019;45;Pessoas;12336
6;Município;2311009;Poranga - CE;9324;População residente estimada;2020;2020;45;Pessoas;12347
6;Município;2311009;Poranga - CE;9324;População residente estimada;2021;2021;45;Pessoas;12358
6;Município;2311009;Poranga - CE;9324;População residente estimada;2024;2024;45;Pessoas;12423
6;Município;2311108;Porteiras - CE;9324;População residente estimada;2014;2014;45;Pessoas;15058
6;Município;2311108;Porteiras - CE;9324;População residente estimada;2015;2015;45;Pessoas;15010
6;Município;2311108;Porteiras - CE;9324;População residente estimada;2016;2016;45;Pessoas;14965
6;Município;2311108;Porteiras - CE;9324;População residente estimada;2017;2017;45;Pessoas;14921
6;Município;2311108;Porteiras - CE;9324;População residente estimada;2018;2018;45;Pessoas;15047
6;Município;2311108;Porteiras - CE;9324;População residente estimada;2019;2019;45;Pessoas;14996
6;Município;2311108;Porteiras - CE;9324;População residente estimada;2020;2020;45;Pessoas;14958
6;Município;2311108;Porteiras - CE;9324;População residente estimada;2021;2021;45;Pessoas;14920
6;Município;2311108;Porteiras - CE;9324;População residente estimada;2024;2024;45;Pessoas;17745
6;Município;2311207;Potengi - CE;9324;População residente estimada;2014;2014;45;Pessoas;10722
6;Município;2311207;Potengi - CE;9324;População residente estimada;2015;2015;45;Pessoas;10790
6;Município;2311207;Potengi - CE;9324;População residente estimada;2016;2016;45;Pessoas;10856
6;Município;2311207;Potengi - CE;9324;População residente estimada;2017;2017;45;Pessoas;10918
6;Município;2311207;Potengi - CE;9324;População residente estimada;2018;2018;45;Pessoas;10986
6;Município;2311207;Potengi - CE;9324;População residente estimada;2019;2019;45;Pessoas;11045
6;Município;2311207;Potengi - CE;9324;População residente estimada;2020;2020;45;Pessoas;11106
6;Município;2311207;Potengi - CE;9324;População residente estimada;2021;2021;45;Pessoas;11165
6;Município;2311207;Potengi - CE;9324;População residente estimada;2024;2024;45;Pessoas;8926
6;Município;2311231;Potiretama - CE;9324;População residente estimada;2014;2014;45;Pessoas;6299
6;Município;2311231;Potiretama - CE;9324;População residente estimada;2015;2015;45;Pessoas;6318
6;Município;2311231;Potiretama - CE;9324;População residente estimada;2016;2016;45;Pessoas;6337
6;Município;2311231;Potiretama - CE;9324;População residente estimada;2017;2017;45;Pessoas;6356
6;Município;2311231;Potiretama - CE;9324;População residente estimada;2018;2018;45;Pessoas;6400
6;Município;2311231;Potiretama - CE;9324;População residente estimada;2019;2019;45;Pessoas;6419
6;Município;2311231;Potiretama - CE;9324;População residente estimada;2020;2020;45;Pessoas;6437
6;Município;2311231;Potiretama - CE;9324;População residente estimada;2021;2021;45;Pessoas;6455
6;Município;2311231;Potiretama - CE;9324;População residente estimada;2024;2024;45;Pessoas;6129
6;Município;2311264;Quiterianópolis - CE;9324;População residente estimada;2014;2014;45;Pessoas;20600
6;Município;2311264;Quiterianópolis - CE;9324;População residente estimada;2015;2015;45;Pessoas;20690
6;Município;2311264;Quiterianópolis - CE;9324;População residente estimada;2016;2016;45;Pessoas;20777
6;Município;2311264;Quiterianópolis - CE;9324;População residente estimada;2017;2017;45;Pessoas;20860
6;Município;2311264;Quiterianópolis - CE;9324;População residente estimada;2018;2018;45;Pessoas;21000
6;Município;2311264;Quiterianópolis - CE;9324;População residente estimada;2019;2019;45;Pessoas;21084
6;Município;2311264;Quiterianópolis - CE;9324;População residente estimada;2020;2020;45;Pessoas;21166
6;Município;2311264;Quiterianópolis - CE;9324;População residente estimada;2021;2021;45;Pessoas;21246
6;Município;2311264;Quiterianópolis - CE;9324;População residente estimada;2024;2024;45;Pessoas;20506
6;Município;2311306;Quixadá - CE;9324;População residente estimada;2014;2014;45;Pessoas;84684
6;Município;2311306;Quixadá - CE;9324;População residente estimada;2015;2015;45;Pessoas;85351
6;Município;2311306;Quixadá - CE;9324;População residente estimada;2016;2016;45;Pessoas;85991
6;Município;2311306;Quixadá - CE;9324;População residente estimada;2017;2017;45;Pessoas;86605
6;Município;2311306;Quixadá - CE;9324;População residente estimada;2018;2018;45;Pessoas;87116
6;Município;2311306;Quixadá - CE;9324;População residente estimada;2019;2019;45;Pessoas;87728
6;Município;2311306;Quixadá - CE;9324;População residente estimada;2020;2020;45;Pessoas;88321
6;Município;2311306;Quixadá - CE;9324;População residente estimada;2021;2021;45;Pessoas;88899
6;Município;2311306;Quixadá - CE;9324;População residente estimada;2024;2024;45;Pessoas;88483
6;Município;2311355;Quixelô - CE;9324;População residente estimada;2014;2014;45;Pessoas;14997
6;Município;2311355;Quixelô - CE;9324;População residente estimada;2015;2015;45;Pessoas;14949
6;Município;2311355;Quixelô - CE;9324;População residente estimada;2016;2016;45;Pessoas;14903
6;Município;2311355;Quixelô - CE;9324;População residente estimada;2017;2017;45;Pessoas;14860
6;Município;2311355;Quixelô - CE;9324;População residente estimada;2018;2018;45;Pessoas;14986
6;Município;2311355;Quixelô - CE;9324;População residente estimada;2019;2019;45;Pessoas;16178
6;Município;2311355;Quixelô - CE;9324;População residente estimada;2020;2020;45;Pessoas;16147
6;Município;2311355;Quixelô - CE;9324;População residente estimada;2021;2021;45;Pessoas;16116
6;Município;2311355;Quixelô - CE;9324;População residente estimada;2024;2024;45;Pessoas;16992
6;Município;2311405;Quixeramobim - CE;9324;População residente estimada;2014;2014;45;Pessoas;76386
6;Município;2311405;Quixeramobim - CE;9324;População residente estimada;2015;2015;45;Pessoas;77174
6;Município;2311405;Quixeramobim - CE;9324;População residente estimada;2016;2016;45;Pessoas;77931
6;Município;2311405;Quixeramobim - CE;9324;População residente estimada;2017;2017;45;Pessoas;78658
6;Município;2311405;Quixeramobim - CE;9324;População residente estimada;2018;2018;45;Pessoas;79081
6;Município;2311405;Quixeramobim - CE;9324;População residente estimada;2019;2019;45;Pessoas;81082
6;Município;2311405;Quixeramobim - CE;9324;População residente estimada;2020;2020;45;Pessoas;81778
6;Município;2311405;Quixeramobim - CE;9324;População residente estimada;2021;2021;45;Pessoas;82455
6;Município;2311405;Quixeramobim - CE;9324;População residente estimada;2024;2024;45;Pessoas;85797
6;Município;2311504;Quixeré - CE;9324;População residente estimada;2014;2014;45;Pessoas;21410
6;Município;2311504;Quixeré - CE;9324;População residente estimada;2015;2015;45;Pessoas;21572
6;Município;2311504;Quixeré - CE;9324;População residente estimada;2016;2016;45;Pessoas;21728
6;Município;2311504;Quixeré - CE;9324;População residente estimada;2017;2017;45;Pessoas;21876
6;Município;2311504;Quixeré - CE;9324;População residente estimada;2018;2018;45;Pessoas;22008
6;Município;2311504;Quixeré - CE;9324;População residente estimada;2019;2019;45;Pessoas;22149
6;Município;2311504;Quixeré - CE;9324;População residente estimada;2020;2020;45;Pessoas;22293
6;Município;2311504;Quixeré - CE;9324;População residente estimada;2021;2021;45;Pessoas;22432
6;Município;2311504;Quixeré - CE;9324;População residente estimada;2024;2024;45;Pessoas;21607
6;Município;2311603;Redenção - CE;9324;População residente estimada;2014;2014;45;Pessoas;27182
6;Município;2311603;Redenção - CE;9324;População residente estimada;2015;2015;45;Pessoas;27272
6;Município;2311603;Redenção - CE;9324;População residente estimada;2016;2016;45;Pessoas;27358
6;Município;2311603;Redenção - CE;9324;População residente estimada;2017;2017;45;Pessoas;27441
6;Município;2311603;Redenção - CE;9324;População residente estimada;2018;2018;45;Pessoas;27633
6;Município;2311603;Redenção - CE;9324;População residente estimada;2019;2019;45;Pessoas;29053
6;Município;2311603;Redenção - CE;9324;População residente estimada;2020;2020;45;Pessoas;29146
6;Município;2311603;Redenção - CE;9324;População residente estimada;2021;2021;45;Pessoas;29238
6;Município;2311603;Redenção - CE;9324;População residente estimada;2024;2024;45;Pessoas;28359
6;Município;2311702;Reriutaba - CE;9324;População residente estimada;2014;2014;45;Pessoas;19145
6;Município;2311702;Reriutaba - CE;9324;População residente estimada;2015;2015;45;Pessoas;19015
6;Município;2311702;Reriutaba - CE;9324;População residente estimada;2016;2016;45;Pessoas;18889
6;Município;2311702;Reriutaba - CE;9324;População residente estimada;2017;2017;45;Pessoas;18769
6;Município;2311702;Reriutaba - CE;9324;População residente estimada;2018;2018;45;Pessoas;18945
6;Município;2311702;Reriutaba - CE;9324;População residente estimada;2019;2019;45;Pessoas;18491
6;Município;2311702;Reriutaba - CE;9324;População residente estimada;2020;2020;45;Pessoas;18385
6;Município;2311702;Reriutaba - CE;9324;População residente estimada;2021;2021;45;Pessoas;18279
6;Município;2311702;Reriutaba - CE;9324;População residente estimada;2024;2024;45;Pessoas;19059
6;Município;2311801;Russas - CE;9324;População residente estimada;2014;2014;45;Pessoas;74243
6;Município;2311801;Russas - CE;9324;População residente estimada;2015;2015;45;Pessoas;75018
6;Município;2311801;Russas - CE;9324;População residente estimada;2016;2016;45;Pessoas;75762
6;Município;2311801;Russas - CE;9324;População residente estimada;2017;2017;45;Pessoas;76475
6;Município;2311801;Russas - CE;9324;População residente estimada;2018;2018;45;Pessoas;76884
6;Município;2311801;Russas - CE;9324;População residente estimada;2019;2019;45;Pessoas;78194
6;Município;2311801;Russas - CE;9324;População residente estimada;2020;2020;45;Pessoas;78882
6;Município;2311801;Russas - CE;9324;População residente estimada;2021;2021;45;Pessoas;79550
6;Município;2311801;Russas - CE;9324;População residente estimada;2024;2024;45;Pessoas;74582
6;Município;2311900;Saboeiro - CE;9324;População residente estimada;2014;2014;45;Pessoas;15793
6;Município;2311900;Saboeiro - CE;9324;População residente estimada;2015;2015;45;Pessoas;15753
6;Município;2311900;Saboeiro - CE;9324;População residente estimada;2016;2016;45;Pessoas;15715
6;Município;2311900;Saboeiro - CE;9324;População residente estimada;2017;2017;45;Pessoas;15678
6;Município;2311900;Saboeiro - CE;9324;População residente estimada;2018;2018;45;Pessoas;15808
6;Município;2311900;Saboeiro - CE;9324;População residente estimada;2019;2019;45;Pessoas;15819
6;Município;2311900;Saboeiro - CE;9324;População residente estimada;2020;2020;45;Pessoas;15788
6;Município;2311900;Saboeiro - CE;9324;População residente estimada;2021;2021;45;Pessoas;15757
6;Município;2311900;Saboeiro - CE;9324;População residente estimada;2024;2024;45;Pessoas;14036
6;Município;2311959;Salitre - CE;9324;População residente estimada;2014;2014;45;Pessoas;16070
6;Município;2311959;Salitre - CE;9324;População residente estimada;2015;2015;45;Pessoas;16161
6;Município;2311959;Salitre - CE;9324;População residente estimada;2016;2016;45;Pessoas;16248
6;Município;2311959;Salitre - CE;9324;População residente estimada;2017;2017;45;Pessoas;16331
6;Município;2311959;Salitre - CE;9324;População residente estimada;2018;2018;45;Pessoas;16435
6;Município;2311959;Salitre - CE;9324;População residente estimada;2019;2019;45;Pessoas;16554
6;Município;2311959;Salitre - CE;9324;População residente estimada;2020;2020;45;Pessoas;16635
6;Município;2311959;Salitre - CE;9324;População residente estimada;2021;2021;45;Pessoas;16714
6;Município;2311959;Salitre - CE;9324;População residente estimada;2024;2024;45;Pessoas;17220
6;Município;2312007;Santana do Acaraú - CE;9324;População residente estimada;2014;2014;45;Pessoas;31369
6;Município;2312007;Santana do Acaraú - CE;9324;População residente estimada;2015;2015;45;Pessoas;31596
6;Município;2312007;Santana do Acaraú - CE;9324;População residente estimada;2016;2016;45;Pessoas;31814
6;Município;2312007;Santana do Acaraú - CE;9324;População residente estimada;2017;2017;45;Pessoas;32023
6;Município;2312007;Santana do Acaraú - CE;9324;População residente estimada;2018;2018;45;Pessoas;32216
6;Município;2312007;Santana do Acaraú - CE;9324;População residente estimada;2019;2019;45;Pessoas;32452
6;Município;2312007;Santana do Acaraú - CE;9324;População residente estimada;2020;2020;45;Pessoas;32654
6;Município;2312007;Santana do Acaraú - CE;9324;População residente estimada;2021;2021;45;Pessoas;32851
6;Município;2312007;Santana do Acaraú - CE;9324;População residente estimada;2024;2024;45;Pessoas;32043
6;Município;2312106;Santana do Cariri - CE;9324;População residente estimada;2014;2014;45;Pessoas;17457
6;Município;2312106;Santana do Cariri - CE;9324;População residente estimada;2015;2015;45;Pessoas;17468
6;Município;2312106;Santana do Cariri - CE;9324;População residente estimada;2016;2016;45;Pessoas;17479
6;Município;2312106;Santana do Cariri - CE;9324;População residente estimada;2017;2017;45;Pessoas;17489
6;Município;2312106;Santana do Cariri - CE;9324;População residente estimada;2018;2018;45;Pessoas;17622
6;Município;2312106;Santana do Cariri - CE;9324;População residente estimada;2019;2019;45;Pessoas;17700
6;Município;2312106;Santana do Cariri - CE;9324;População residente estimada;2020;2020;45;Pessoas;17712
6;Município;2312106;Santana do Cariri - CE;9324;População residente estimada;2021;2021;45;Pessoas;17726
6;Município;2312106;Santana do Cariri - CE;9324;População residente estimada;2024;2024;45;Pessoas;17388
6;Município;2312205;Santa Quitéria - CE;9324;População residente estimada;2014;2014;45;Pessoas;43359
6;Município;2312205;Santa Quitéria - CE;9324;População residente estimada;2015;2015;45;Pessoas;43359
6;Município;2312205;Santa Quitéria - CE;9324;População residente estimada;2016;2016;45;Pessoas;43359
6;Município;2312205;Santa Quitéria - CE;9324;População residente estimada;2017;2017;45;Pessoas;43360
6;Município;2312205;Santa Quitéria - CE;9324;População residente estimada;2018;2018;45;Pessoas;43695
6;Município;2312205;Santa Quitéria - CE;9324;População residente estimada;2019;2019;45;Pessoas;43703
6;Município;2312205;Santa Quitéria - CE;9324;População residente estimada;2020;2020;45;Pessoas;43711
6;Município;2312205;Santa Quitéria - CE;9324;População residente estimada;2021;2021;45;Pessoas;43719
6;Município;2312205;Santa Quitéria - CE;9324;População residente estimada;2024;2024;45;Pessoas;41647
6;Município;2312304;São Benedito - CE;9324;População residente estimada;2014;2014;45;Pessoas;45917
6;Município;2312304;São Benedito - CE;9324;População residente estimada;2015;2015;45;Pessoas;46171
6;Município;2312304;São Benedito - CE;9324;População residente estimada;2016;2016;45;Pessoas;46414
6;Município;2312304;São Benedito - CE;9324;População residente estimada;2017;2017;45;Pessoas;46648
6;Município;2312304;São Benedito - CE;9324;População residente estimada;2018;2018;45;Pessoas;46949
6;Município;2312304;São Benedito - CE;9324;População residente estimada;2019;2019;45;Pessoas;47903
6;Município;2312304;São Benedito - CE;9324;População residente estimada;2020;2020;45;Pessoas;48131
6;Município;2312304;São Benedito - CE;9324;População residente estimada;2021;2021;45;Pessoas;48354
6;Município;2312304;São Benedito - CE;9324;População residente estimada;2024;2024;45;Pessoas;49829
6;Município;2312403;São Gonçalo do Amarante - CE;9324;População residente estimada;2014;2014;45;Pessoas;46783
6;Município;2312403;São Gonçalo do Amarante - CE;9324;População residente estimada;2015;2015;45;Pessoas;47297
6;Município;2312403;São Gonçalo do Amarante - CE;9324;População residente estimada;2016;2016;45;Pessoas;47791
6;Município;2312403;São Gonçalo do Amarante - CE;9324;População residente estimada;2017;2017;45;Pessoas;48265
6;Município;2312403;São Gonçalo do Amarante - CE;9324;População residente estimada;2018;2018;45;Pessoas;48516
6;Município;2312403;São Gonçalo do Amarante - CE;9324;População residente estimada;2019;2019;45;Pessoas;48422
6;Município;2312403;São Gonçalo do Amarante - CE;9324;População residente estimada;2020;2020;45;Pessoas;48869
6;Município;2312403;São Gonçalo do Amarante - CE;9324;População residente estimada;2021;2021;45;Pessoas;49306
6;Município;2312403;São Gonçalo do Amarante - CE;9324;População residente estimada;2024;2024;45;Pessoas;57499
6;Município;2312502;São João do Jaguaribe - CE;9324;População residente estimada;2014;2014;45;Pessoas;7774
6;Município;2312502;São João do Jaguaribe - CE;9324;População residente estimada;2015;2015;45;Pessoas;7721
6;Município;2312502;São João do Jaguaribe - CE;9324;População residente estimada;2016;2016;45;Pessoas;7670
6;Município;2312502;São João do Jaguaribe - CE;9324;População residente estimada;2017;2017;45;Pessoas;7621
6;Município;2312502;São João do Jaguaribe - CE;9324;População residente estimada;2018;2018;45;Pessoas;7691
6;Município;2312502;São João do Jaguaribe - CE;9324;População residente estimada;2019;2019;45;Pessoas;7645
6;Município;2312502;São João do Jaguaribe - CE;9324;População residente estimada;2020;2020;45;Pessoas;7601
6;Município;2312502;São João do Jaguaribe - CE;9324;População residente estimada;2021;2021;45;Pessoas;7557
6;Município;2312502;São João do Jaguaribe - CE;9324;População residente estimada;2024;2024;45;Pessoas;5792
6;Município;2312601;São Luís do Curu - CE;9324;População residente estimada;2014;2014;45;Pessoas;12713
6;Município;2312601;São Luís do Curu - CE;9324;População residente estimada;2015;2015;45;Pessoas;12760
6;Município;2312601;São Luís do Curu - CE;9324;População residente estimada;2016;2016;45;Pessoas;12805
6;Município;2312601;São Luís do Curu - CE;9324;População residente estimada;2017;2017;45;Pessoas;12849
6;Município;2312601;São Luís do Curu - CE;9324;População residente estimada;2018;2018;45;Pessoas;12938
6;Município;2312601;São Luís do Curu - CE;9324;População residente estimada;2019;2019;45;Pessoas;13000
6;Município;2312601;São Luís do Curu - CE;9324;População residente estimada;2020;2020;45;Pessoas;13044
6;Município;2312601;São Luís do Curu - CE;9324;População residente estimada;2021;2021;45;Pessoas;13086
6;Município;2312601;São Luís do Curu - CE;9324;População residente estimada;2024;2024;45;Pessoas;10962
6;Município;2312700;Senador Pompeu - CE;9324;População residente estimada;2014;2014;45;Pessoas;26600
6;Município;2312700;Senador Pompeu - CE;9324;População residente estimada;2015;2015;45;Pessoas;26547
6;Município;2312700;Senador Pompeu - CE;9324;População residente estimada;2016;2016;45;Pessoas;26496
6;Município;2312700;Senador Pompeu - CE;9324;População residente estimada;2017;2017;45;Pessoas;26447
6;Município;2312700;Senador Pompeu - CE;9324;População residente estimada;2018;2018;45;Pessoas;26664
