NC;NN;D1C;D1N;D2C;D2N;D3C;D3N;MC;MN;V
Nível Territorial (Código);Nível Territorial;Brasil, Unidade da Federação e Município (Código);Brasil, Unidade da Federação e Município;Variável (Código);Variável;Ano (Código);Ano;Unidade de Medida (Código);Unidade de Medida;Valor
6;Município;2304806;Granjeiro - CE;9324;População residente estimada;2015;2015;45;Pessoas;4494
6;Município;2304806;Granjeiro - CE;9324;População residente estimada;2016;2016;45;Pessoas;4459
6;Município;2304806;Granjeiro - CE;9324;População residente estimada;2017;2017;45;Pessoas;4425
6;Município;2304806;Granjeiro - CE;9324;População residente estimada;2018;2018;45;Pessoas;4469
6;Município;2304806;Granjeiro - CE;9324;População residente estimada;2019;2019;45;Pessoas;4844
6;Município;2304806;Granjeiro - CE;9324;População residente estimada;2020;2020;45;Pessoas;4814
6;Município;2304806;Granjeiro - CE;9324;População residente estimada;2021;2021;45;Pessoas;4784
6;Município;2304806;Granjeiro - CE;9324;População residente estimada;2024;2024;45;Pessoas;4960
6;Município;2304905;Groaíras - CE;9324;População residente estimada;2014;2014;45;Pessoas;10759
6;Município;2304905;Groaíras - CE;9324;População residente estimada;2015;2015;45;Pessoas;10847
6;Município;2304905;Groaíras - CE;9324;População residente estimada;2016;2016;45;Pessoas;10931
6;Município;2304905;Groaíras - CE;9324;População residente estimada;2017;2017;45;Pessoas;11012
6;Município;2304905;Groaíras - CE;9324;População residente estimada;2018;2018;45;Pessoas;11076
6;Município;2304905;Groaíras - CE;9324;População residente estimada;2019;2019;45;Pessoas;11068
6;Município;2304905;Groaíras - CE;9324;População residente estimada;2020;2020;45;Pessoas;11144
6;Município;2304905;Groaíras - CE;9324;População residente estimada;2021;2021;45;Pessoas;11219
6;Município;2304905;Groaíras - CE;9324;População residente estimada;2024;2024;45;Pessoas;11313
6;Município;2304954;Guaiúba - CE;9324;População residente estimada;2014;2014;45;Pessoas;25581
6;Município;2304954;Guaiúba - CE;9324;População residente estimada;2015;2015;45;Pessoas;25841
6;Município;2304954;Guaiúba - CE;9324;População residente estimada;2016;2016;45;Pessoas;26091
6;Município;2304954;Guaiúba - CE;9324;População residente estimada;2017;2017;45;Pessoas;26331
6;Município;2304954;Guaiúba - CE;9324;População residente estimada;2018;2018;45;Pessoas;26472
6;Município;2304954;Guaiúba - CE;9324;População residente estimada;2019;2019;45;Pessoas;26064
6;Município;2304954;Guaiúba - CE;9324;População residente estimada;2020;2020;45;Pessoas;26290
6;Município;2304954;Guaiúba - CE;9324;População residente estimada;2021;2021;45;Pessoas;26508
6;Município;2304954;Guaiúba - CE;9324;População residente estimada;2024;2024;45;Pessoas;25085
6;Município;2305001;Guaraciaba do Norte - CE;9324;População residente estimada;2014;2014;45;Pessoas;38995
6;Município;2305001;Guaraciaba do Norte - CE;9324;População residente estimada;2015;2015;45;Pessoas;39151
6;Município;2305001;Guaraciaba do Norte - CE;9324;População residente estimada;2016;2016;45;Pessoas;39301
6;Município;2305001;Guaraciaba do Norte - CE;9324;População residente estimada;2017;2017;45;Pessoas;39445
6;Município;2305001;Guaraciaba do Norte - CE;9324;População residente estimada;2018;2018;45;Pessoas;39713
6;Município;2305001;Guaraciaba do Norte - CE;9324;População residente estimada;2019;2019;45;Pessoas;40642
6;Município;2305001;Guaraciaba do Norte - CE;9324;População residente estimada;2020;2020;45;Pessoas;40784
6;Município;2305001;Guaraciaba do Norte - CE;9324;População residente estimada;2021;2021;45;Pessoas;40921
6;Município;2305001;Guaraciaba do Norte - CE;9324;População residente estimada;2024;2024;45;Pessoas;44294
6;Município;2305100;Guaramiranga - CE;9324;População residente estimada;2014;2014;45;Pessoas;3812
6;Município;2305100;Guaramiranga - CE;9324;População residente estimada;2015;2015;45;Pessoas;3720
6;Município;2305100;Guaramiranga - CE;9324;População residente estimada;2016;2016;45;Pessoas;3632
6;Município;2305100;Guaramiranga - CE;9324;População residente estimada;2017;2017;45;Pessoas;3547
6;Município;2305100;Guaramiranga - CE;9324;População residente estimada;2018;2018;45;Pessoas;3595
6;Município;2305100;Guaramiranga - CE;9324;População residente estimada;2019;2019;45;Pessoas;5193
6;Município;2305100;Guaramiranga - CE;9324;População residente estimada;2020;2020;45;Pessoas;5132
6;Município;2305100;Guaramiranga - CE;9324;População residente estimada;2021;2021;45;Pessoas;5073
6;Município;2305100;Guaramiranga - CE;9324;População residente estimada;2024;2024;45;Pessoas;5819
6;Município;2305209;Hidrolândia - CE;9324;População residente estimada;2014;2014;45;Pessoas;19970
6;Município;2305209;Hidrolândia - CE;9324;População residente estimada;2015;2015;45;Pessoas;20055
6;Município;2305209;Hidrolândia - CE;9324;População residente estimada;2016;2016;45;Pessoas;20136
6;Município;2305209;Hidrolândia - CE;9324;População residente estimada;2017;2017;45;Pessoas;20215
6;Município;2305209;Hidrolândia - CE;9324;População residente estimada;2018;2018;45;Pessoas;20352
6;Município;2305209;Hidrolândia - CE;9324;População residente estimada;2019;2019;45;Pessoas;19978
6;Município;2305209;Hidrolândia - CE;9324;População residente estimada;2020;2020;45;Pessoas;20053
6;Município;2305209;Hidrolândia - CE;9324;População residente estimada;2021;2021;45;Pessoas;20126
6;Município;2305209;Hidrolândia - CE;9324;População residente estimada;2024;2024;45;Pessoas;18225
6;Município;2305233;Horizonte - CE;9324;População residente estimada;2014;2014;45;Pessoas;62002
6;Município;2305233;Horizonte - CE;9324;População residente estimada;2015;2015;45;Pessoas;63365
6;Município;2305233;Horizonte - CE;9324;População residente estimada;2016;2016;45;Pessoas;64673
6;Município;2305233;Horizonte - CE;9324;População residente estimada;2017;2017;45;Pessoas;65928
6;Município;2305233;Horizonte - CE;9324;População residente estimada;2018;2018;45;Pessoas;66114
6;Município;2305233;Horizonte - CE;9324;População residente estimada;2019;2019;45;Pessoas;67337
6;Município;2305233;Horizonte - CE;9324;População residente estimada;2020;2020;45;Pessoas;68529
6;Município;2305233;Horizonte - CE;9324;População residente estimada;2021;2021;45;Pessoas;69688
6;Município;2305233;Horizonte - CE;9324;População residente estimada;2024;2024;45;Pessoas;79934
6;Município;2305266;Ibaretama - CE;9324;População residente estimada;2014;2014;45;Pessoas;13172
6;Município;2305266;Ibaretama - CE;9324;População residente estimada;2015;2015;45;Pessoas;13188
6;Município;2305266;Ibaretama - CE;9324;População residente estimada;2016;2016;45;Pessoas;13203
6;Município;2305266;Ibaretama - CE;9324;População residente estimada;2017;2017;45;Pessoas;13218
6;Município;2305266;Ibaretama - CE;9324;População residente estimada;2018;2018;45;Pessoas;13317
6;Município;2305266;Ibaretama - CE;9324;População residente estimada;2019;2019;45;Pessoas;13353
6;Município;2305266;Ibaretama - CE;9324;População residente estimada;2020;2020;45;Pessoas;13369
6;Município;2305266;Ibaretama - CE;9324;População residente estimada;2021;2021;45;Pessoas;13385
6;Município;2305266;Ibaretama - CE;9324;População residente estimada;2024;2024;45;Pessoas;12191
6;Município;2305308;Ibiapina - CE;9324;População residente estimada;2014;2014;45;Pessoas;24555
6;Município;2305308;Ibiapina - CE;9324;População residente estimada;2015;2015;45;Pessoas;24649
6;Município;2305308;Ibiapina - CE;9324;População residente estimada;2016;2016;45;Pessoas;24739
6;Município;2305308;Ibiapina - CE;9324;População residente estimada;2017;2017;45;Pessoas;24825
6;Município;2305308;Ibiapina - CE;9324;População residente estimada;2018;2018;45;Pessoas;24995
6;Município;2305308;Ibiapina - CE;9324;População residente estimada;2019;2019;45;Pessoas;24997
6;Município;2305308;Ibiapina - CE;9324;População residente estimada;2020;2020;45;Pessoas;25082
6;Município;2305308;Ibiapina - CE;9324;População residente estimada;2021;2021;45;Pessoas;25165
6;Município;2305308;Ibiapina - CE;9324;População residente estimada;2024;2024;45;Pessoas;24649
6;Município;2305332;Ibicuitinga - CE;9324;População residente estimada;2014;2014;45;Pessoas;12012
6;Município;2305332;Ibicuitinga - CE;9324;População residente estimada;2015;2015;45;Pessoas;12130
6;Município;2305332;Ibicuitinga - CE;9324;População residente estimada;2016;2016;45;Pessoas;12242
6;Município;2305332;Ibicuitinga - CE;9324;População residente estimada;2017;2017;45;Pessoas;12350
6;Município;2305332;Ibicuitinga - CE;9324;População residente estimada;2018;2018;45;Pessoas;12419
6;Município;2305332;Ibicuitinga - CE;9324;População residente estimada;2019;2019;45;Pessoas;12525
6;Município;2305332;Ibicuitinga - CE;9324;População residente estimada;2020;2020;45;Pessoas;12629
6;Município;2305332;Ibicuitinga - CE;9324;População residente estimada;2021;2021;45;Pessoas;12730
6;Município;2305332;Ibicuitinga - CE;9324;População residente estimada;2024;2024;45;Pessoas;11979
6;Município;2305357;Icapuí - CE;9324;População residente estimada;2014;2014;45;Pessoas;19276
6;Município;2305357;Icapuí - CE;9324;População residente estimada;2015;2015;45;Pessoas;19418
6;Município;2305357;Icapuí - CE;9324;População residente estimada;2016;2016;45;Pessoas;19554
6;Município;2305357;Icapuí - CE;9324;População residente estimada;2017;2017;45;Pessoas;19685
6;Município;2305357;Icapuí - CE;9324;População residente estimada;2018;2018;45;Pessoas;19804
6;Município;2305357;Icapuí - CE;9324;População residente estimada;2019;2019;45;Pessoas;19934
6;Município;2305357;Icapuí - CE;9324;População residente estimada;2020;2020;45;Pessoas;20060
6;Município;2305357;Icapuí - CE;9324;População residente estimada;2021;2021;45;Pessoas;20183
6;Município;2305357;Icapuí - CE;9324;População residente estimada;2024;2024;45;Pessoas;22367
6;Município;2305407;Icó - CE;9324;População residente estimada;2014;2014;45;Pessoas;67045
6;Município;2305407;Icó - CE;9324;População residente estimada;2015;2015;45;Pessoas;67198
6;Município;2305407;Icó - CE;9324;População residente estimada;2016;2016;45;Pessoas;67345
6;Município;2305407;Icó - CE;9324;População residente estimada;2017;2017;45;Pessoas;67486
6;Município;2305407;Icó - CE;9324;População residente estimada;2018;2018;45;Pessoas;67972
6;Município;2305407;Icó - CE;9324;População residente estimada;2019;2019;45;Pessoas;68018
6;Município;2305407;Icó - CE;9324;População residente estimada;2020;2020;45;Pessoas;68162
6;Município;2305407;Icó - CE;9324;População residente estimada;2021;2021;45;Pessoas;68303
6;Município;2305407;Icó - CE;9324;População residente estimada;2024;2024;45;Pessoas;64802
6;Município;2305506;Iguatu - CE;9324;População residente estimada;2014;2014;45;Pessoas;100733
6;Município;2305506;Iguatu - CE;9324;População residente estimada;2015;2015;45;Pessoas;101386
6;Município;2305506;Iguatu - CE;9324;População residente estimada;2016;2016;45;Pessoas;102013
6;Município;2305506;Iguatu - CE;9324;População residente estimada;2017;2017;45;Pessoas;102614
6;Município;2305506;Iguatu - CE;9324;População residente estimada;2018;2018;45;Pessoas;103255
6;Município;2305506;Iguatu - CE;9324;População residente estimada;2019;2019;45;Pessoas;102498
6;Município;2305506;Iguatu - CE;9324;População residente estimada;2020;2020;45;Pessoas;103074
6;Município;2305506;Iguatu - CE;9324;População residente estimada;2021;2021;45;Pessoas;103633
6;Município;2305506;Iguatu - CE;9324;População residente estimada;2024;2024;45;Pessoas;102251
6;Município;2305605;Independência - CE;9324;População residente estimada;2014;2014;45;Pessoas;25952
6;Município;2305605;Independência - CE;9324;População residente estimada;2015;2015;45;Pessoas;25957
6;Município;2305605;Independência - CE;9324;População residente estimada;2016;2016;45;Pessoas;25962
6;Município;2305605;Independência - CE;9324;População residente estimada;2017;2017;45;Pessoas;25967
6;Município;2305605;Independência - CE;9324;População residente estimada;2018;2018;45;Pessoas;26168
6;Município;2305605;Independência - CE;9324;População residente estimada;2019;2019;45;Pessoas;26178
6;Município;2305605;Independência - CE;9324;População residente estimada;2020;2020;45;Pessoas;26187
6;Município;2305605;Independência - CE;9324;População residente estimada;2021;2021;45;Pessoas;26196
6;Município;2305605;Independência - CE;9324;População residente estimada;2024;2024;45;Pessoas;24530
6;Município;2305654;Ipaporanga - CE;9324;População residente estimada;2014;2014;45;Pessoas;11500
6;Município;2305654;Ipaporanga - CE;9324;População residente estimada;2015;2015;45;Pessoas;11499
6;Município;2305654;Ipaporanga - CE;9324;População residente estimada;2016;2016;45;Pessoas;11499
6;Município;2305654;Ipaporanga - CE;9324;População residente estimada;2017;2017;45;Pessoas;11499
6;Município;2305654;Ipaporanga - CE;9324;População residente estimada;2018;2018;45;Pessoas;11587
6;Município;2305654;Ipaporanga - CE;9324;População residente estimada;2019;2019;45;Pessoas;11593
6;Município;2305654;Ipaporanga - CE;9324;População residente estimada;2020;2020;45;Pessoas;11596
6;Município;2305654;Ipaporanga - CE;9324;População residente estimada;2021;2021;45;Pessoas;11597
6;Município;2305654;Ipaporanga - CE;9324;População residente estimada;2024;2024;45;Pessoas;11937
6;Município;2305704;Ipaumirim - CE;9324;População residente estimada;2014;2014;45;Pessoas;12281
6;Município;2305704;Ipaumirim - CE;9324;População residente estimada;2015;2015;45;Pessoas;12305
6;Município;2305704;Ipaumirim - CE;9324;População residente estimada;2016;2016;45;Pessoas;12327
6;Município;2305704;Ipaumirim - CE;9324;População residente estimada;2017;2017;45;Pessoas;12349
6;Município;2305704;Ipaumirim - CE;9324;População residente estimada;2018;2018;45;Pessoas;12439
6;Município;2305704;Ipaumirim - CE;9324;População residente estimada;2019;2019;45;Pessoas;12463
6;Município;2305704;Ipaumirim - CE;9324;População residente estimada;2020;2020;45;Pessoas;12485
6;Município;2305704;Ipaumirim - CE;9324;População residente estimada;2021;2021;45;Pessoas;12507
6;Município;2305704;Ipaumirim - CE;9324;População residente estimada;2024;2024;45;Pessoas;12441
6;Município;2305803;Ipu - CE;9324;População residente estimada;2014;2014;45;Pessoas;41292
6;Município;2305803;Ipu - CE;9324;População residente estimada;2015;2015;45;Pessoas;41391
6;Município;2305803;Ipu - CE;9324;População residente estimada;2016;2016;45;Pessoas;41485
6;Município;2305803;Ipu - CE;9324;População residente estimada;2017;2017;45;Pessoas;41576
6;Município;2305803;Ipu - CE;9324;População residente estimada;2018;2018;45;Pessoas;41873
6;Município;2305803;Ipu - CE;9324;População residente estimada;2019;2019;45;Pessoas;41964
6;Município;2305803;Ipu - CE;9324;População residente estimada;2020;2020;45;Pessoas;42058
6;Município;2305803;Ipu - CE;9324;População residente estimada;2021;2021;45;Pessoas;42148
6;Município;2305803;Ipu - CE;9324;População residente estimada;2024;2024;45;Pessoas;42968
6;Município;2305902;Ipueiras - CE;9324;População residente estimada;2014;2014;45;Pessoas;38089
6;Município;2305902;Ipueiras - CE;9324;População residente estimada;2015;2015;45;Pessoas;38022
6;Município;2305902;Ipueiras - CE;9324;População residente estimada;2016;2016;45;Pessoas;37957
6;Município;2305902;Ipueiras - CE;9324;População residente estimada;2017;2017;45;Pessoas;37896
6;Município;2305902;Ipueiras - CE;9324;População residente estimada;2018;2018;45;Pessoas;38205
6;Município;2305902;Ipueiras - CE;9324;População residente estimada;2019;2019;45;Pessoas;38166
6;Município;2305902;Ipueiras - CE;9324;População residente estimada;2020;2020;45;Pessoas;38114
6;Município;2305902;Ipueiras - CE;9324;População residente estimada;2021;2021;45;Pessoas;38064
6;Município;2305902;Ipueiras - CE;9324;População residente estimada;2024;2024;45;Pessoas;38285
6;Município;2306009;Iracema - CE;9324;População residente estimada;2014;2014;45;Pessoas;14042
6;Município;2306009;Iracema - CE;9324;População residente estimada;2015;2015;45;Pessoas;14071
6;Município;2306009;Iracema - CE;9324;População residente estimada;2016;2016;45;Pessoas;14098
6;Município;2306009;Iracema - CE;9324;População residente estimada;2017;2017;45;Pessoas;14125
6;Município;2306009;Iracema - CE;9324;População residente estimada;2018;2018;45;Pessoas;14227
6;Município;2306009;Iracema - CE;9324;População residente estimada;2019;2019;45;Pessoas;14297
6;Município;2306009;Iracema - CE;9324;População residente estimada;2020;2020;45;Pessoas;14326
6;Município;2306009;Iracema - CE;9324;População residente estimada;2021;2021;45;Pessoas;14351
6;Município;2306009;Iracema - CE;9324;População residente estimada;2024;2024;45;Pessoas;14411
6;Município;2306108;Irauçuba - CE;9324;População residente estimada;2014;2014;45;Pessoas;23376
6;Município;2306108;Irauçuba - CE;9324;População residente estimada;2015;2015;45;Pessoas;23543
6;Município;2306108;Irauçuba - CE;9324;População residente estimada;2016;2016;45;Pessoas;23704
6;Município;2306108;Irauçuba - CE;9324;População residente estimada;2017;2017;45;Pessoas;23858
6;Município;2306108;Irauçuba - CE;9324;População residente estimada;2018;2018;45;Pessoas;24003
6;Município;2306108;Irauçuba - CE;9324;População residente estimada;2019;2019;45;Pessoas;24156
6;Município;2306108;Irauçuba - CE;9324;População residente estimada;2020;2020;45;Pessoas;24305
6;Município;2306108;Irauçuba - CE;9324;População residente estimada;2021;2021;45;Pessoas;24450
6;Município;2306108;Irauçuba - CE;9324;População residente estimada;2024;2024;45;Pessoas;24751
6;Município;2306207;Itaiçaba - CE;9324;População residente estimada;2014;2014;45;Pessoas;7612
6;Município;2306207;Itaiçaba - CE;9324;População residente estimada;2015;2015;45;Pessoas;7656
6;Município;2306207;Itaiçaba - CE;9324;População residente estimada;2016;2016;45;Pessoas;7698
6;Município;2306207;Itaiçaba - CE;9324;População residente estimada;2017;2017;45;Pessoas;7738
6;Município;2306207;Itaiçaba - CE;9324;População residente estimada;2018;2018;45;Pessoas;7787
6;Município;2306207;Itaiçaba - CE;9324;População residente estimada;2019;2019;45;Pessoas;7827
6;Município;2306207;Itaiçaba - CE;9324;População residente estimada;2020;2020;45;Pessoas;7866
6;Município;2306207;Itaiçaba - CE;9324;População residente estimada;2021;2021;45;Pessoas;7904
6;Município;2306207;Itaiçaba - CE;9324;População residente estimada;2024;2024;45;Pessoas;7779
6;Município;2306256;Itaitinga - CE;9324;População residente estimada;2014;2014;45;Pessoas;38131
6;Município;2306256;Itaitinga - CE;9324;População residente estimada;2015;2015;45;Pessoas;38540
6;Município;2306256;Itaitinga - CE;9324;População residente estimada;2016;2016;45;Pessoas;38933
6;Município;2306256;Itaitinga - CE;9324;População residente estimada;2017;2017;45;Pessoas;39310
6;Município;2306256;Itaitinga - CE;9324;População residente estimada;2018;2018;45;Pessoas;39518
6;Município;2306256;Itaitinga - CE;9324;População residente estimada;2019;2019;45;Pessoas;37980
6;Município;2306256;Itaitinga - CE;9324;População residente estimada;2020;2020;45;Pessoas;38325
6;Município;2306256;Itaitinga - CE;9324;População residente estimada;2021;2021;45;Pessoas;38661
6;Município;2306256;Itaitinga - CE;9324;População residente estimada;2024;2024;45;Pessoas;70679
6;Município;2306306;Itapajé - CE;9324;População residente estimada;2014;2014;45;Pessoas;50671
6;Município;2306306;Itapajé - CE;9324;População residente estimada;2015;2015;45;Pessoas;51113
6;Município;2306306;Itapajé - CE;9324;População residente estimada;2016;2016;45;Pessoas;51538
6;Município;2306306;Itapajé - CE;9324;População residente estimada;2017;2017;45;Pessoas;51945
6;Município;2306306;Itapajé - CE;9324;População residente estimada;2018;2018;45;Pessoas;52240
6;Município;2306306;Itapajé - CE;9324;População residente estimada;2019;2019;45;Pessoas;52675
6;Município;2306306;Itapajé - CE;9324;População residente estimada;2020;2020;45;Pessoas;53067
6;Município;2306306;Itapajé - CE;9324;População residente estimada;2021;2021;45;Pessoas;53448
6;Município;2306306;Itapajé - CE;9324;População residente estimada;2024;2024;45;Pessoas;49086
6;Município;2306405;Itapipoca - CE;9324;População residente estimada;2014;2014;45;Pessoas;123613
6;Município;2306405;Itapipoca - CE;9324;População residente estimada;2015;2015;45;Pessoas;124950
6;Município;2306405;Itapipoca - CE;9324;População residente estimada;2016;2016;45;Pessoas;126234
6;Município;2306405;Itapipoca - CE;9324;População residente estimada;2017;2017;45;Pessoas;127465
6;Município;2306405;Itapipoca - CE;9324;População residente estimada;2018;2018;45;Pessoas;128135
6;Município;2306405;Itapipoca - CE;9324;População residente estimada;2019;2019;45;Pessoas;129358
6;Município;2306405;Itapipoca - CE;9324;População residente estimada;2020;2020;45;Pessoas;130539
6;Município;2306405;Itapipoca - CE;9324;População residente estimada;2021;2021;45;Pessoas;131687
6;Município;2306405;Itapipoca - CE;9324;População residente estimada;2024;2024;45;Pessoas;137892
6;Município;2306504;Itapiúna - CE;9324;População residente estimada;2014;2014;45;Pessoas;19570
6;Município;2306504;Itapiúna - CE;9324;População residente estimada;2015;2015;45;Pessoas;19724
6;Município;2306504;Itapiúna - CE;9324;População residente estimada;2016;2016;45;Pessoas;19872
6;Município;2306504;Itapiúna - CE;9324;População residente estimada;2017;2017;45;Pessoas;20014
6;Município;2306504;Itapiúna - CE;9324;População residente estimada;2018;2018;45;Pessoas;20133
6;Município;2306504;Itapiúna - CE;9324;População residente estimada;2019;2019;45;Pessoas;20382
6;Município;2306504;Itapiúna - CE;9324;População residente estimada;2020;2020;45;Pessoas;20520
6;Município;2306504;Itapiúna - CE;9324;População residente estimada;2021;2021;45;Pessoas;20653
6;Município;2306504;Itapiúna - CE;9324;População residente estimada;2024;2024;45;Pessoas;18228
6;Município;2306553;Itarema - CE;9324;População residente estimada;2014;2014;45;Pessoas;39955
6;Município;2306553;Itarema - CE;9324;População residente estimada;2015;2015;45;Pessoas;40398
6;Município;2306553;Itarema - CE;9324;População residente estimada;2016;2016;45;Pessoas;40822
6;Município;2306553;Itarema - CE;9324;População residente estimada;2017;2017;45;Pessoas;41230
6;Município;2306553;Itarema - CE;9324;População residente estimada;2018;2018;45;Pessoas;41445
6;Município;2306553;Itarema - CE;9324;População residente estimada;2019;2019;45;Pessoas;41826
6;Município;2306553;Itarema - CE;9324;População residente estimada;2020;2020;45;Pessoas;42215
6;Município;2306553;Itarema - CE;9324;População residente estimada;2021;2021;45;Pessoas;42595
6;Município;2306553;Itarema - CE;9324;População residente estimada;2024;2024;45;Pessoas;45465
6;Município;2306603;Itatira - CE;9324;População residente estimada;2014;2014;45;Pessoas;20077
6;Município;2306603;Itatira - CE;9324;População residente estimada;2015;2015;45;Pessoas;20285
6;Município;2306603;Itatira - CE;9324;População residente estimada;2016;2016;45;Pessoas;20484
6;Município;2306603;Itatira - CE;9324;População residente estimada;2017;2017;45;Pessoas;20675
6;Município;2306603;Itatira - CE;9324;População residente estimada;2018;2018;45;Pessoas;20786
6;Município;2306603;Itatira - CE;9324;População residente estimada;2019;2019;45;Pessoas;21647
6;Município;2306603;Itatira - CE;9324;População residente estimada;2020;2020;45;Pessoas;21836
6;Município;2306603;Itatira - CE;9324;População residente estimada;2021;2021;45;Pessoas;22018
6;Município;2306603;Itatira - CE;9324;População residente estimada;2024;2024;45;Pessoas;21087
6;Município;2306702;Jaguaretama - CE;9324;População residente estimada;2014;2014;45;Pessoas;18018
6;Município;2306702;Jaguaretama - CE;9324;População residente estimada;2015;2015;45;Pessoas;17997
6;Município;2306702;Jaguaretama - CE;9324;População residente estimada;2016;2016;45;Pessoas;17977
6;Município;2306702;Jaguaretama - CE;9324;População residente estimada;2017;2017;45;Pessoas;17958
6;Município;2306702;Jaguaretama - CE;9324;População residente estimada;2018;2018;45;Pessoas;18102
6;Município;2306702;Jaguaretama - CE;9324;População residente estimada;2019;2019;45;Pessoas;18162
6;Município;2306702;Jaguaretama - CE;9324;População residente estimada;2020;2020;45;Pessoas;18147
6;Município;2306702;Jaguaretama - CE;9324;População residente estimada;2021;2021;45;Pessoas;18133
6;Município;2306702;Jaguaretama - CE;9324;População residente estimada;2024;2024;45;Pessoas;17625
6;Município;2306801;Jaguaribara - CE;9324;População residente estimada;2014;2014;45;Pessoas;10999
6;Município;2306801;Jaguaribara - CE;9324;População residente estimada;2015;2015;45;Pessoas;11102
6;Município;2306801;Jaguaribara - CE;9324;População residente estimada;2016;2016;45;Pessoas;11200
6;Município;2306801;Jaguaribara - CE;9324;População residente estimada;2017;2017;45;Pessoas;11295
6;Município;2306801;Jaguaribara - CE;9324;População residente estimada;2018;2018;45;Pessoas;11359
6;Município;2306801;Jaguaribara - CE;9324;População residente estimada;2019;2019;45;Pessoas;11401
6;Município;2306801;Jaguaribara - CE;9324;População residente estimada;2020;2020;45;Pessoas;11492
6;Município;2306801;Jaguaribara - CE;9324;População residente estimada;2021;2021;45;Pessoas;11580
6;Município;2306801;Jaguaribara - CE;9324;População residente estimada;2024;2024;45;Pessoas;10656
6;Município;2306900;Jaguaribe - CE;9324;População residente estimada;2014;2014;45;Pessoas;34621
6;Município;2306900;Jaguaribe - CE;9324;População residente estimada;2015;2015;45;Pessoas;34561
6;Município;2306900;Jaguaribe - CE;9324;População residente estimada;2016;2016;45;Pessoas;34503
6;Município;2306900;Jaguaribe - CE;9324;População residente estimada;2017;2017;45;Pessoas;34448
6;Município;2306900;Jaguaribe - CE;9324;População residente estimada;2018;2018;45;Pessoas;34729
6;Município;2306900;Jaguaribe - CE;9324;População residente estimada;2019;2019;45;Pessoas;34682
6;Município;2306900;Jaguaribe - CE;9324;População residente estimada;2020;2020;45;Pessoas;34636
6;Município;2306900;Jaguaribe - CE;9324;População residente estimada;2021;2021;45;Pessoas;34592
6;Município;2306900;Jaguaribe - CE;9324;População residente estimada;2024;2024;45;Pessoas;35124
6;Município;2307007;Jaguaruana - CE;9324;População residente estimada;2014;2014;45;Pessoas;33324
6;Município;2307007;Jaguaruana - CE;9324;População residente estimada;2015;2015;45;Pessoas;33469
6;Município;2307007;Jaguaruana - CE;9324;População residente estimada;2016;2016;45;Pessoas;33607
6;Município;2307007;Jaguaruana - CE;9324;População residente estimada;2017;2017;45;Pessoas;33740
6;Município;2307007;Jaguaruana - CE;9324;População residente estimada;2018;2018;45;Pessoas;33967
6;Município;2307007;Jaguaruana - CE;9324;População residente estimada;2019;2019;45;Pessoas;33705
6;Município;2307007;Jaguaruana - CE;9324;População residente estimada;2020;2020;45;Pessoas;33834
6;Município;2307007;Jaguaruana - CE;9324;População residente estimada;2021;2021;45;Pessoas;33960
6;Município;2307007;Jaguaruana - CE;9324;População residente estimada;2024;2024;45;Pessoas;33070
6;Município;2307106;Jardim - CE;9324;População residente estimada;2014;2014;45;Pessoas;27069
6;Município;2307106;Jardim - CE;9324;População residente estimada;2015;2015;45;Pessoas;27072
6;Município;2307106;Jardim - CE;9324;População residente estimada;2016;2016;45;Pessoas;27074
6;Município;2307106;Jardim - CE;9324;População residente estimada;2017;2017;45;Pessoas;27076
6;Município;2307106;Jardim - CE;9324;População residente estimada;2018;2018;45;Pessoas;27284
6;Município;2307106;Jardim - CE;9324;População residente estimada;2019;2019;45;Pessoas;27174
6;Município;2307106;Jardim - CE;9324;População residente estimada;2020;2020;45;Pessoas;27181
6;Município;2307106;Jardim - CE;9324;População residente estimada;2021;2021;45;Pessoas;27187
6;Município;2307106;Jardim - CE;9324;População residente estimada;2024;2024;45;Pessoas;28707
6;Município;2307205;Jati - CE;9324;População residente estimada;2014;2014;45;Pessoas;7785
6;Município;2307205;Jati - CE;9324;População residente estimada;2015;2015;45;Pessoas;7807
6;Município;2307205;Jati - CE;9324;População residente estimada;2016;2016;45;Pessoas;7827
6;Município;2307205;Jati - CE;9324;População residente estimada;2017;2017;45;Pessoas;7847
6;Município;2307205;Jati - CE;9324;População residente estimada;2018;2018;45;Pessoas;7902
6;Município;2307205;Jati - CE;9324;População residente estimada;2019;2019;45;Pessoas;8111
6;Município;2307205;Jati - CE;9324;População residente estimada;2020;2020;45;Pessoas;8130
6;Município;2307205;Jati - CE;9324;População residente estimada;2021;2021;45;Pessoas;8150
6;Município;2307205;Jati - CE;9324;População residente estimada;2024;2024;45;Pessoas;8100
6;Município;2307254;Jijoca de Jericoacoara - CE;9324;População residente estimada;2014;2014;45;Pessoas;18616
6;Município;2307254;Jijoca de Jericoacoara - CE;9324;População residente estimada;2015;2015;45;Pessoas;18926
6;Município;2307254;Jijoca de Jericoacoara - CE;9324;População residente estimada;2016;2016;45;Pessoas;19224
6;Município;2307254;Jijoca de Jericoacoara - CE;9324;População residente estimada;2017;2017;45;Pessoas;19510
6;Município;2307254;Jijoca de Jericoacoara - CE;9324;População residente estimada;2018;2018;45;Pessoas;19587
